,PicCount,List Price,Sold Price,Tot BR,Tot Baths,TotFlArea,Age,TotalPrkng,# Rms,Fireplaces,Gross Taxes,Taxes/TotFlArea,Strata Maint Fee,View_Score,Baths,GST Incl,Title to Land 0,Title to Land 1,Title to Land 2,Title to Land 3,Title to Land 4,Title to Land 5,Title to Land 6,District 21,District 16,District 11,District 10,District 15,District 18,District 26,District 20,District 13,District 22,District 17,District 14,District 27,District 8,District 7,District 9,District 6,District 3,District 31,District 12,District 25,District 4,District 32,District 5,District 23,District 19,District 2,DOM,Address_IsPH
R2046730,0.7662852690848909,-0.21241123875578716,-0.2436110771468473,-0.6576829802210812,-0.8076088499514855,-0.07146982481741007,0.254823477462785,-0.1270117087732673,0.15571342074694838,1.5271178725774979,-0.034168652627806634,-0.024826466304118677,0.12659783668538221,-0.7917560179078185,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,0
R2046717,0.7662852690848909,0.767776921893241,0.48036276002082884,0.8694335713973095,2.703375218036837,1.244996300472777,-0.830225454092476,-0.1270117087732673,0.789363730636503,-0.6262828060694792,0.06093544193671257,-0.005802293011202131,0.8251437978243823,0.47734649572084153,2.023599775675733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0
R2046192,0.7662852690848909,-0.5043821802257105,-0.35906205450249,-0.6576829802210812,-0.8076088499514855,-0.22270875304918095,-0.4427079785370256,-0.1270117087732673,0.15571342074694838,1.5271178725774979,-0.0036697285278058877,0.0036081519928510383,-0.3993456196911214,2.6982758945709966,-0.818122021519067,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0
R2046860,0.5958160303850923,1.1617059699082168,1.1971209111037773,0.8694335713973095,0.9478831840426758,1.0937573722410063,-1.140239434536836,-0.1270117087732673,0.789363730636503,-0.6262828060694792,0.11129622199134435,0.023860623434582378,0.22284301828653702,2.0637246377566663,1.0763591766107998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0
R2046683,0.7662852690848909,0.2162762546722748,0.2157876035808143,0.8694335713973095,0.9478831840426758,1.0215751564940247,-0.6752184638702958,-0.1270117087732673,1.4230140405260576,-0.6262828060694792,0.011336559424586432,-0.025458584120954825,0.7618039820054634,-0.47448038950065347,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0
R2046286,0.7662852690848909,-1.0609807527739292,-1.0830358916701661,-2.184799531839472,-0.8076088499514855,2.183365105183537,0.0223129921295148,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,-0.06344307283985207,-0.07479359811421611,-1.0099028737933742,-0.15720476109348847,-0.818122021519067,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,0
R2046700,0.7662852690848909,-1.2922402762556622,-1.352421505499999,-2.184799531839472,-0.8076088499514855,-1.394810446845405,1.0298584285736856,-2.420634290546221,-1.1115871990321609,-0.6262828060694792,-0.10014581422882965,-0.038113265224099024,-1.270915949256493,-1.4263072747221484,-0.818122021519067,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,0
R2046703,-0.08606092441410211,-0.606340286770763,-0.5899640092137753,-0.6576829802210812,-0.8076088499514855,-0.600806073628608,-0.830225454092476,-0.1270117087732673,-0.47793688914260624,-0.6262828060694792,-0.020203408815174184,0.008168244876383304,-0.6017196458756406,1.7464490093495015,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,0
R2046012,-2.6430995049110813,-0.6179264352417917,-0.6861731570101444,-0.6576829802210812,-0.8076088499514855,-0.8826604398787264,-0.36520448342593553,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,-0.04131422995751995,0.0036512467630130958,-0.7682955268684971,0.16007086731367653,-0.818122021519067,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,0
R2047166,0.7662852690848909,-0.27497644049934217,-0.26525813540103027,0.8694335713973095,0.9478831840426758,0.395995953353518,-0.7527219589813858,-0.1270117087732673,0.789363730636503,-0.6262828060694792,-0.0168960971977062,-0.026507270269656373,0.0891122368382201,-0.15720476109348847,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0
R2045962,-0.42699940181369933,-0.9219469711215849,-0.8304868787046977,-0.6576829802210812,-0.8076088499514855,-0.5423728513572421,0.5648374579071452,-0.1270117087732673,0.789363730636503,1.5271178725774979,-0.05759322494739343,-0.02772050653276125,-0.7841455473826509,-0.15720476109348847,-0.818122021519067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0
R2046587,0.08440831428569649,-0.6179264352417917,-0.5033757761970433,0.8694335713973095,0.9478831840426758,0.3788097115089986,0.4873339627960552,-0.1270117087732673,1.4230140405260576,1.5271178725774979,-0.022491979242662927,-0.029547641018070933,0.16137145583620663,-0.7917560179078185,0.12911857754586636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0
R2045970,0.7662852690848909,-0.9798777134767284,-0.9808136721365242,-2.184799531839472,-0.8076088499514855,-0.5080003676682032,6.8426205619054405,-0.1270117087732673,-1.7452375089217154,-0.6262828060694792,-0.07285419819728059,-0.04215078729646958,-0.580204599018025,-0.47448038950065347,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,0
R2046214,0.2548775529854951,-0.9425703154000159,-0.9387221699756128,-0.6576829802210812,-0.8076088499514855,-0.8998466817232459,-0.6752184638702958,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,-0.048182819039957844,-0.0024933312859808754,-1.0703499102028657,-0.7917560179078185,-0.818122021519067,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,0
R2046824,-1.9612225501118867,-0.9423385924305954,-0.7463038743828749,-0.6576829802210812,-0.8076088499514855,-0.7520450018603789,0.0223129921295148,-0.1270117087732673,0.15571342074694838,1.5271178725774979,-0.03798317649028549,-0.0003485512502382356,-0.6554771299008316,-0.7917560179078185,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0
R2046572,-0.08606092441410211,0.10018304699256719,0.11690384147570633,-0.6576829802210812,0.9478831840426758,0.7569070320884258,-0.5202114736481156,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,0.04821772441180898,0.0013497481356398798,0.1376265581838241,1.1118977525351714,0.12911857754586636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1
R2046248,-1.449814834012491,-0.42096191123430377,-0.44565028751922203,0.8694335713973095,0.9478831840426758,0.43380568541146075,-0.5977149687592057,-0.1270117087732673,0.789363730636503,-0.6262828060694792,0.0009088512271574147,-0.016564765370306163,0.1984954582571903,-0.7917560179078185,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0
R2045597,-0.2565301631139007,-0.30510042652401675,-0.07283983980829245,0.8694335713973095,0.9478831840426758,0.7225345483993869,-0.7527219589813858,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,0.016169105027051642,-0.015600597152929309,0.34427948724478774,1.7464490093495015,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,0
R2045814,0.08440831428569649,-0.8311115671087198,-0.8665653091283361,-0.6576829802210812,-0.8076088499514855,-0.23645774652479645,-0.7527219589813858,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,-0.03831628183700895,-0.022579736133720135,0.13503510996287876,-0.7917560179078185,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,0
R2045601,0.7662852690848909,1.0690167821399872,1.0600228754939516,0.8694335713973095,0.9478831840426758,1.3034295227441433,-0.2877009883148455,2.1666108729996862,1.4230140405260576,1.5271178725774979,0.11994401090628137,0.021219038155455887,2.325953915177892,0.7946221241280065,1.0763591766107998,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,0
R2046555,0.7662852690848909,-0.5254689704429827,-0.4336241440446759,0.8694335713973095,0.9478831840426758,0.2000727963259967,-0.5977149687592057,-0.1270117087732673,0.15571342074694838,1.5271178725774979,-0.004178379672802609,-0.012680146627079166,0.07470860602878,1.4291733809423366,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,0
R2045766,-0.08606092441410211,-0.8959939985464805,-0.6019901526883215,-0.6576829802210812,-0.8076088499514855,-0.810478224131745,-0.907728949203566,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,-0.04816339389014892,-0.007286693561467577,-1.2029958993726475,0.47734649572084153,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,0
R2045825,-0.42699940181369933,-1.0605173068350882,-0.8521339369588807,-0.6576829802210812,-0.8076088499514855,-0.45987889050354885,1.417375904129136,-0.1270117087732673,-0.47793688914260624,1.5271178725774979,-0.05504924977241697,-0.028450737502390598,-0.7217699913668743,-0.7917560179078185,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,0
R2045942,0.7662852690848909,-0.6181581582112123,-0.5154019196715894,0.8694335713973095,0.9478831840426758,0.3856842082468064,0.8748514383515055,2.1666108729996862,0.15571342074694838,1.5271178725774979,-0.029359848875107897,-0.033993581654373176,-0.3370303299130415,0.16007086731367653,1.0763591766107998,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,0
R2046033,-0.9384071179130952,-0.7384223793404902,-0.7222515874337827,-0.6576829802210812,-0.8076088499514855,-0.7967292306561294,-1.062735939425746,-0.1270117087732673,-1.1115871990321609,-0.6262828060694792,-0.038007637790044874,0.002064964296318909,-1.0020682628928417,-1.4263072747221484,-0.818122021519067,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0
R2045526,0.7662852690848909,-0.06457198426546093,0.023369307988076467,0.8694335713973095,0.9478831840426758,1.0112634113873131,0.4098304676849651,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,0.008793303699602888,-0.026553597272657794,0.7159413751185014,-0.7917560179078185,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0
R2046334,-0.2565301631139007,-0.9423385924305954,-0.8425130221792438,-0.6576829802210812,-0.8076088499514855,-0.8585997012963993,0.09981648724060486,-0.1270117087732673,-1.1115871990321609,-0.6262828060694792,-0.05759322494739343,-0.014383210256080576,-1.0208713290541194,-0.7917560179078185,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0
R2045833,0.7662852690848909,1.256248941431811,2.1399705595081926,2.3965501230157003,0.9478831840426758,2.0561869155340937,-0.7527219589813858,2.1666108729996862,1.4230140405260576,3.6805185512244747,0.09227036692849007,-0.010345201261192883,1.0661484823722955,0.47734649572084153,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0
R2046302,-2.1316917888116853,1.2567123873706523,1.3101666597645107,0.8694335713973095,0.9478831840426758,1.0628221369208712,-0.36520448342593553,-0.1270117087732673,2.056664350415612,-0.6262828060694792,0.09094873729149014,0.014489712506210626,0.812367355432745,0.7946221241280065,1.0763591766107998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0
R2046053,0.7662852690848909,1.0041343507022265,1.0816699337481346,0.8694335713973095,0.9478831840426758,0.9390811956403315,2.6574318259065772,-0.1270117087732673,0.789363730636503,-0.6262828060694792,-0.02946776637404638,-0.045231967378022805,0.9601401702643242,2.0637246377566663,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,0
R2045517,0.7662852690848909,-1.1304976436001015,-1.1311404655683506,-2.184799531839472,-0.8076088499514855,-1.2160735316624032,-0.36520448342593553,-2.420634290546221,-1.1115871990321609,1.5271178725774979,-0.07031094247229702,-0.008811703976671316,-1.1315804077024105,-0.7917560179078185,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,0
R2045531,0.7662852690848909,1.6066140711957189,2.188075133406377,2.3965501230157003,0.9478831840426758,1.984004699787112,-0.05519050298157526,-0.1270117087732673,2.056664350415612,1.5271178725774979,0.18963569282076692,0.031481546833507554,1.7069593877981424,0.635984309924424,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,0
R2045532,0.7662852690848909,-1.3158760191365606,-1.31874830377127,-0.6576829802210812,-0.8076088499514855,-0.9410936621500925,2.5799283307954872,-2.420634290546221,-1.1115871990321609,-0.6262828060694792,-0.1506850178817064,-0.10948393153328188,0.8572054362788686,0.47734649572084153,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6,0
R2047149,0.7662852690848909,-0.18022955276265784,-0.06081369633374634,0.8694335713973095,0.9478831840426758,1.3481137515398935,0.254823477462785,2.1666108729996862,2.056664350415612,1.5271178725774979,0.019221011897031907,-0.028310668562577343,0.9168690115983069,-1.4263072747221484,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,0
R2045281,-2.4726302662112825,-0.36534839857336604,-0.33019931016357934,0.8694335713973095,0.9478831840426758,0.1794493061125734,-0.830225454092476,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,0.011590525272088339,-0.0015180091621994278,0.009801868029754388,0.47734649572084153,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,0
R2045306,-0.08606092441410211,-0.828794337414514,-0.7992189056708778,-0.6576829802210812,-0.8076088499514855,-0.7864174855494177,-0.5202114736481156,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,-0.06776624784732764,-0.02781657368192105,-0.587978943680861,-0.15720476109348847,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0
R2046387,-2.4726302662112825,-0.9678281190668585,-1.0253104029923448,-0.6576829802210812,-0.8076088499514855,-0.5286238578816266,1.1848654187958658,-0.1270117087732673,-0.47793688914260624,-0.6262828060694792,-0.06929292073231069,-0.03842972024826509,0.06241429353871379,-0.15720476109348847,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14,0
R2046107,0.5958160303850923,-0.13153992242800683,-0.09208166936756623,0.8694335713973095,-0.8076088499514855,1.3274902613264703,2.0374038650178563,-0.1270117087732673,0.789363730636503,1.5271178725774979,-0.005705052557785647,-0.03987286858055373,-1.0431698370017883,-0.15720476109348847,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0
R2044782,-1.449814834012491,-1.1511209878785325,-1.1960816403308996,-2.184799531839472,-0.8076088499514855,-1.422308433796636,0.0223129921295148,-0.1270117087732673,-1.7452375089217154,-0.6262828060694792,-0.08684318385967948,-0.017524371799720058,-1.1404998108814781,-0.15720476109348847,-0.818122021519067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,0
R2045466,0.7662852690848909,-0.374617317350189,-0.3975457136210376,0.8694335713973095,0.9478831840426758,0.5541093783230966,1.8823968747956763,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,-0.015369424312723144,-0.029519887216519727,1.23392968811908,-0.9503938321114009,0.12911857754586636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,0
R2044309,-2.4726302662112825,0.10041476996198777,0.09552616883535316,0.8694335713973095,0.9478831840426758,0.1347650773168229,-0.5977149687592057,-0.1270117087732673,0.789363730636503,1.5271178725774979,0.03422873874941007,0.015418735066217354,-0.050404103428951665,-0.15720476109348847,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15,0
R2044322,0.7662852690848909,-0.7361051496462845,-0.7138332870016004,-0.6576829802210812,-0.8076088499514855,-0.6936117795890129,-0.4427079785370256,-0.1270117087732673,-0.47793688914260624,-0.6262828060694792,-0.04206389685014594,-0.00722190887961878,-0.8292246931795598,0.47734649572084153,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,0
R2044752,0.7662852690848909,-0.828794337414514,-0.8497287082639715,-0.6576829802210812,-0.8076088499514855,-0.514874864406011,0.09981648724060486,-2.420634290546221,0.789363730636503,-0.6262828060694792,-0.06802021369482952,-0.037753394568245675,-0.7654630136967661,-1.4263072747221484,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,0
R2046973,-2.4726302662112825,0.0030911228053466817,0.09552616883535316,0.8694335713973095,0.9478831840426758,0.5506721299541928,0.33232697257387506,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,-0.0033704373307498424,-0.022339769809669174,0.29745262055468313,0.7946221241280065,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,0
R2044503,-0.9384071179130952,-0.36534839857336604,-0.14499670065556913,0.8694335713973095,0.9478831840426758,0.7122228032926753,-0.7527219589813858,-0.1270117087732673,0.789363730636503,-0.6262828060694792,-0.0011264728028223452,-0.02508498816854397,0.34427948724478774,0.16007086731367653,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,0
R2044685,0.2548775529854951,-0.9910004160089159,-1.0613888334159831,-0.6576829802210812,-0.8076088499514855,-0.662676544268878,-0.7527219589813858,-0.1270117087732673,-0.47793688914260624,-0.6262828060694792,-0.06471506042734029,-0.029719985391745595,-0.285442430444921,2.0637246377566663,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0
R2044571,0.4253467916852937,-0.5043821802257105,-0.337414996248307,0.8694335713973095,0.9478831840426758,-0.19864801446685376,-0.7527219589813858,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,-0.01969475767017748,-0.009652171151481852,-0.2044446069809562,-0.7917560179078185,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,0
