,PicCount,List Price,Sold Price,Tot BR,Tot Baths,TotFlArea,Age,TotalPrkng,# Rms,Fireplaces,Gross Taxes,Taxes/TotFlArea,Strata Maint Fee,View_Score,Baths,GST Incl,Title to Land 0,Title to Land 1,Title to Land 2,Title to Land 3,Title to Land 4,Title to Land 5,Title to Land 6,District 21,District 16,District 11,District 10,District 15,District 18,District 26,District 20,District 13,District 22,District 17,District 14,District 27,District 8,District 7,District 9,District 6,District 3,District 31,District 12,District 25,District 4,District 32,District 5,District 23,District 19,District 2,DOM,Address_IsPH
R2123969,0.7662852690848909,0.09809754026778203,0.07147388188626093,-0.6576829802210812,-0.8076088499514855,-0.7176725181713401,-1.2952464247590163,-2.420634290546221,-1.1115871990321609,-0.6262828060694792,-0.1506850178817064,-0.10948393153328188,0.04963785114707646,-0.15720476109348847,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,0
R2123368,0.4253467916852937,-0.6271953540186147,-0.6837679283152351,-0.6576829802210812,-0.8076088499514855,-0.7864174855494177,0.0223129921295148,-0.1270117087732673,-0.47793688914260624,1.5271178725774979,-0.052750607045027306,-0.013027549311919821,-0.5743587739614742,-0.7917560179078185,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0
R2122981,0.7662852690848909,0.6099735797178301,0.6391078538848376,0.8694335713973095,0.9478831840426758,2.726450347470351,-0.6752184638702958,-0.1270117087732673,1.4230140405260576,-0.6262828060694792,0.09473304425426622,-0.021492138870956606,2.170647820634263,-0.15720476109348847,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
R2123153,0.5958160303850923,0.767776921893241,1.0335653598499501,0.8694335713973095,2.703375218036837,1.8705755036132838,-0.830225454092476,-0.1270117087732673,-0.47793688914260624,1.5271178725774979,0.03903466470213713,-0.028989814769546127,1.5683470410964169,-0.15720476109348847,2.023599775675733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12,0
R2123375,-0.2565301631139007,1.5370971803695468,1.56004105842124,0.8694335713973095,0.9478831840426758,1.7468345623327441,-0.907728949203566,-0.1270117087732673,1.4230140405260576,-0.6262828060694792,0.12489742410755766,0.010623978220337643,1.1163502583733989,-0.7917560179078185,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,0
R2122837,0.7662852690848909,1.2312228607343891,0.9012777816299429,0.8694335713973095,0.9478831840426758,0.9837654244360821,3.1224527965731177,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,-0.1506850178817064,-0.10948393153328188,2.1750472559860996,0.635984309924424,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,47,0
R2122953,-0.2565301631139007,-0.6295125837128204,-0.28570257930775866,0.8694335713973095,0.9478831840426758,0.925332202164716,0.9523549334625956,-0.1270117087732673,0.15571342074694838,1.5271178725774979,-0.016765157298994162,-0.038236690436409405,1.3404201301286227,-1.4263072747221484,1.0763591766107998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,0
R2122764,0.7662852690848909,-0.6897605557621697,-0.7102254439592366,-0.6576829802210812,-0.8076088499514855,-0.35676143943643235,0.09981648724060486,-0.1270117087732673,0.789363730636503,-0.6262828060694792,-0.045007166771194804,-0.023725437724413254,-0.22831003710873143,0.16007086731367653,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,0
R2122667,0.7662852690848909,-0.6526848806548778,-0.5298332918410448,-0.6576829802210812,-0.8076088499514855,-0.600806073628608,-0.5202114736481156,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,-0.035441359665287796,-0.005571454490944711,-0.45418789599484777,-0.15720476109348847,-0.818122021519067,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,0
R2122690,-1.9612225501118867,-0.36534839857336604,-0.37349342667194535,0.8694335713973095,-0.8076088499514855,0.20694729306380447,-0.7527219589813858,-0.1270117087732673,-1.1115871990321609,-0.6262828060694792,-0.02929078167578727,-0.02945663345939711,-0.4378557455791225,-0.7917560179078185,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0
R2122735,0.7662852690848909,-0.944655822124801,-0.9892319725687064,-2.184799531839472,-0.8076088499514855,-1.308879237622808,-0.5977149687592057,-0.1270117087732673,-1.1115871990321609,-0.6262828060694792,-0.07210956745460505,-0.004927560114513583,-1.2822460019434165,-0.7917560179078185,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0
R2122379,0.7662852690848909,-0.553044003804031,-0.6464868835441422,-0.6576829802210812,-0.8076088499514855,-1.07170910016844,-0.5977149687592057,-0.1270117087732673,-0.47793688914260624,-0.6262828060694792,-0.05115702531070239,0.004749453813561898,-0.9360164663775848,0.635984309924424,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,0
R2122479,0.7662852690848909,-0.59707136799394,-0.5418594353155909,-0.6576829802210812,-0.8076088499514855,-0.8414134594518798,-0.7527219589813858,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,-0.050472828367432415,-0.008008757554182313,-0.8483290905293193,-1.4263072747221484,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0
R2122650,0.5958160303850923,0.1652972013997485,0.15779272928916313,0.8694335713973095,0.9478831840426758,0.9768909276982742,-0.7527219589813858,-0.1270117087732673,2.056664350415612,-0.6262828060694792,-0.01517085611467634,-0.03837341014997373,0.05759299452300153,0.47734649572084153,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,0
R2122201,0.08440831428569649,-0.18923894181372977,-0.09689212675738468,0.8694335713973095,0.9478831840426758,0.05914561320093748,-0.13269399809266533,-0.1270117087732673,0.789363730636503,1.5271178725774979,-0.027014441898178223,-0.02373733723905232,0.29365584757980984,-0.7917560179078185,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0
R2122197,0.08440831428569649,-0.9681061866301632,-0.9026437395519744,-2.184799531839472,-0.8076088499514855,-0.8036037273939372,0.8748514383515055,-0.1270117087732673,-0.47793688914260624,-0.6262828060694792,-0.06983178877701017,-0.02916445012132066,-0.8444117850790531,0.47734649572084153,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,0
R2122200,-0.08606092441410211,1.6297863681377764,1.5867679596790714,0.8694335713973095,2.703375218036837,2.540838935549541,-0.6752184638702958,-0.1270117087732673,0.15571342074694838,1.5271178725774979,0.15004507916019558,0.002088515605553984,5.744797313457103,-0.15720476109348847,2.9708403747406664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0
R2121970,-1.449814834012491,1.7178410965175945,1.4184019510354258,0.8694335713973095,0.9478831840426758,1.4031097254423557,-0.907728949203566,-0.1270117087732673,1.4230140405260576,-0.6262828060694792,0.08914004000928116,0.003593223160553042,0.4928960294041162,-0.7917560179078185,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45,0
R2122106,0.7662852690848909,-0.05020516016138534,-0.14499670065556913,0.8694335713973095,0.9478831840426758,0.2860040055485938,-0.5202114736481156,-0.1270117087732673,1.4230140405260576,-0.6262828060694792,-0.018587524131068667,-0.02463357825908336,0.12376532351365148,-1.4263072747221484,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35,0
R2121798,-0.42699940181369933,0.0030911228053466817,-0.02954572329992644,-0.6576829802210812,-0.8076088499514855,-0.2536439883693159,-0.36520448342593553,-0.1270117087732673,0.789363730636503,-0.6262828060694792,-0.006971284545330508,0.002412972768970797,-0.2515125386218465,1.4291733809423366,-0.818122021519067,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32,0
R2121841,0.4253467916852937,-0.9469730518190068,-1.0349313177719817,-0.6576829802210812,-0.8076088499514855,-0.8345389627140721,1.8048933796845863,-0.1270117087732673,-1.1115871990321609,-0.6262828060694792,-0.06687125205613116,-0.024911120480989292,-0.21981249759353855,1.7464490093495015,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27,0
R2121847,0.7662852690848909,-0.06642576802082553,-0.0006829789610157634,0.8694335713973095,0.9478831840426758,0.2963157506553054,-0.4427079785370256,-0.1270117087732673,2.056664350415612,1.5271178725774979,-0.013577993830344344,-0.02170936064755918,0.25924382585516387,-0.7917560179078185,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,0
R2121987,-0.08606092441410211,-0.7824497435303993,-0.7823823048065133,-0.6576829802210812,-0.8076088499514855,-0.8173527208695527,-0.7527219589813858,-0.1270117087732673,-0.47793688914260624,-0.6262828060694792,-0.05115702531070239,-0.009926363053914556,-1.0984942432070857,0.16007086731367653,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,0
R2122008,-0.2565301631139007,-0.9193980184579585,-0.7655457039421487,-0.6576829802210812,-0.8076088499514855,-0.26739298184493143,1.0298584285736856,-0.1270117087732673,0.15571342074694838,1.5271178725774979,-0.0593558774300553,-0.03798771242232858,-0.49107083346504604,-0.15720476109348847,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,0
R2121819,0.7662852690848909,-1.4523608481252788,-1.5159770567538262,-2.184799531839472,-0.8076088499514855,-1.0613973550617284,2.4249213405733068,-0.1270117087732673,-1.7452375089217154,-0.6262828060694792,-0.1506850178817064,-0.10948393153328188,-0.6193173872829902,1.7464490093495015,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8,0
R2121811,0.7662852690848909,-1.17429328482059,-1.1167090933988952,-0.6576829802210812,-0.8076088499514855,-0.7623567469670905,2.4249213405733068,-0.1270117087732673,-1.1115871990321609,-0.6262828060694792,-0.1506850178817064,-0.10948393153328188,-0.19142709963853313,1.1118977525351714,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8,0
R2121729,-1.2793455953126924,-0.48120988328365305,-0.553885578790137,-0.6576829802210812,-0.8076088499514855,-0.09896781176864114,-0.7527219589813858,-0.1270117087732673,-0.47793688914260624,-0.6262828060694792,-0.03636441400620827,-0.02557535123397775,-0.6266096020442548,-1.4263072747221484,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0
R2121809,-0.08606092441410211,-0.5949858612691549,-0.4432450588243128,-0.6576829802210812,-0.8076088499514855,-0.837976211082976,-0.907728949203566,-0.1270117087732673,-0.47793688914260624,-0.6262828060694792,-0.0283806774347394,0.014144549760652643,-0.6724722089312171,1.4291733809423366,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0
R2122058,0.7662852690848909,-0.8616989990722356,-0.919480340416339,-0.6576829802210812,-0.8076088499514855,-0.8860976882476304,-0.9852324443146561,-2.420634290546221,-1.1115871990321609,-0.6262828060694792,-0.05707881820245335,-0.012481785608944142,-0.6313706348222706,-0.7917560179078185,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0
R2121990,0.7662852690848909,0.2160445317028542,0.18572224489444902,0.8694335713973095,0.9478831840426758,0.6125426005944626,-0.7527219589813858,-0.1270117087732673,-0.47793688914260624,-0.6262828060694792,0.01917712544746358,-0.010824990972911083,0.9361542076611559,2.6982758945709966,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0
R2121696,-2.4726302662112825,-0.8056220404724567,-0.85453916565379,-0.6576829802210812,-0.8076088499514855,-0.7279842632780518,1.572382894351316,-0.1270117087732673,-1.1115871990321609,-0.6262828060694792,-0.08235885205378911,-0.04408930267129094,-0.775467209154369,-0.7917560179078185,-0.818122021519067,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
R2121608,0.7662852690848909,-1.104544671024997,-1.179245039466535,-2.184799531839472,-0.8076088499514855,-1.3810614533697896,0.0223129921295148,-0.1270117087732673,-0.47793688914260624,-0.6262828060694792,-0.09101383546865532,-0.02603535217291811,-1.1056659254929575,-1.4263072747221484,-0.818122021519067,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25,0
R2121493,0.7662852690848909,-0.606340286770763,-0.6260424396374138,-0.6576829802210812,-0.8076088499514855,-0.8517252045585916,-0.7527219589813858,-0.1270117087732673,-0.47793688914260624,-0.6262828060694792,-0.0502454821696687,-0.007239471607903208,-0.853813318159692,-0.7917560179078185,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,0
R2121669,-0.2565301631139007,-0.59707136799394,-0.5779378657392292,-0.6576829802210812,-0.8076088499514855,-0.3052027139028741,-0.7527219589813858,-0.1270117087732673,-0.47793688914260624,-0.6262828060694792,-0.03749179214511894,-0.01952714152073114,-0.7681749943931041,0.0014330531100940416,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,0
R2121580,-0.7679378792132966,-0.712932852704227,-0.7823823048065133,-0.6576829802210812,-0.8076088499514855,-1.020150374634882,-0.9852324443146561,-0.1270117087732673,-1.1115871990321609,-0.6262828060694792,-0.05320529944055477,-0.0008475621866987754,-0.7614854420088033,-0.15720476109348847,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18,0
R2121548,-0.9384071179130952,-0.8985707579664374,-0.9675849143145234,-0.6576829802210812,-0.8076088499514855,-0.837976211082976,1.0298584285736856,-0.1270117087732673,-1.7452375089217154,-0.6262828060694792,-0.07438734613219994,-0.032360214989920796,-0.735932557225529,-0.9503938321114009,-0.818122021519067,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,0
R2121610,0.7662852690848909,1.4166012362708482,1.3582712336626952,0.8694335713973095,0.9478831840426758,0.8737734766311578,-0.2101974932037554,2.1666108729996862,1.4230140405260576,-0.6262828060694792,0.08663491513392257,0.018546875880200125,0.46505302758837824,0.47734649572084153,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
R2121616,-0.2565301631139007,-0.9933176457031216,-1.0349313177719817,-2.184799531839472,-0.8076088499514855,-1.343251721311847,-0.830225454092476,-2.420634290546221,-1.7452375089217154,-0.6262828060694792,-0.07210956745460505,-0.0024557782842826673,-1.2584408380533376,-0.15720476109348847,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0
R2121530,0.7662852690848909,0.5615434791089301,0.4454869439446451,0.8694335713973095,0.9478831840426758,1.131567104298949,-0.7527219589813858,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,0.026823439972251475,-0.0200042683795678,1.467039495528765,1.7464490093495015,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28,0
R2121011,-1.1088763566128939,-1.4312740579080065,-1.5159770567538262,-0.6576829802210812,-0.8076088499514855,-1.3020047408850002,2.7349353210176672,-0.1270117087732673,-1.7452375089217154,-0.6262828060694792,-0.1506850178817064,-0.10948393153328188,-0.4686517930419842,0.16007086731367653,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12,0
R2121139,0.08440831428569649,-0.48120988328365305,-0.4624868883835866,-0.6576829802210812,-0.8076088499514855,-0.08178156992412172,-0.6752184638702958,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,-0.02886990342992718,-0.020640442386602884,-0.28622589153497424,-0.15720476109348847,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0
R2121200,0.7662852690848909,-0.7384223793404902,-0.7751666187217856,-0.6576829802210812,-0.8076088499514855,-0.5561218448328576,-0.7527219589813858,-0.1270117087732673,-1.1115871990321609,-0.6262828060694792,-0.05893859643415984,-0.028407792663252256,-0.15297723998822843,-0.6331182037042359,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0
R2121013,0.7662852690848909,-0.20545954967316996,-0.28209473626539483,-0.6576829802210812,-0.8076088499514855,-0.28114197532054697,-0.907728949203566,-0.1270117087732673,0.789363730636503,-0.6262828060694792,-0.022004192147460994,-0.008196798616560839,-0.742381044659044,1.4291733809423366,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,0
R2121495,-2.4726302662112825,1.4420907629071114,1.2976594705509827,0.8694335713973095,0.9478831840426758,1.1075063657166218,-0.2877009883148455,-0.1270117087732673,0.789363730636503,-0.6262828060694792,0.06727523527435189,0.0010639672484856733,0.9700840994842305,0.7946221241280065,1.0763591766107998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,59,0
R2120539,-0.7679378792132966,-0.6758571775969352,-0.7679509326370579,-0.6576829802210812,-0.8076088499514855,-0.6489275507932625,0.33232697257387506,-0.1270117087732673,0.789363730636503,-0.6262828060694792,-0.0536614307360681,-0.02004042232977989,-0.665842922784613,-0.7917560179078185,-0.818122021519067,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41,0
R2120634,0.5958160303850923,-0.30510042652401675,-0.3109574806043055,0.8694335713973095,0.9478831840426758,0.571295620167616,0.4873339627960552,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,-0.0324815423944017,-0.03998859051732848,-0.22517619274851863,-0.7917560179078185,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29,0
