,PicCount,List Price,Sold Price,Tot BR,Tot Baths,TotFlArea,Age,TotalPrkng,# Rms,Fireplaces,Gross Taxes,Sold Price Per SQFT,SP/LP Ratio,SP/OLP Ratio,Strata Maint Fee,View_Score,Baths,GST Incl 0,GST Incl 1
R2048752,0.7662852690848909,-0.481209883283653,-0.3883866027508233,0.8694335713973095,0.9478831840426758,0.2585060185973627,-0.7527219589813858,-0.1270117087732673,-0.4779368891426062,-0.6262828060694792,-0.023255315685154446,-1.086151517037485,1.099482548124541,1.0567815801652656,0.0040765754485962286,1.7464490093495015,1.0763591766107998,1.0,0.0
R2048704,0.7662852690848909,-0.9423385924305954,-0.9651796856196142,-0.6576829802210812,-0.8076088499514855,-0.8792231915098226,-0.7527219589813858,-0.1270117087732673,-0.4779368891426062,-0.6262828060694792,-0.06603165391438978,-0.9304830545639452,0.10936651801450524,0.14378452031901065,-0.49215562574358096,1.7464490093495015,-0.818122021519067,1.0,0.0
R2048612,-0.4269994018136993,-0.9423663991869258,-1.0229051742974355,-2.184799531839472,-0.8076088499514855,-1.0923325903818633,-0.7527219589813858,-2.420634290546221,-1.1115871990321609,-0.6262828060694792,-0.06649497970983231,-0.6984296291242003,-0.715730173743858,-0.6170463628862017,-1.294299249482697,0.4773464957208415,-0.818122021519067,1.0,0.0
R2048557,-2.4726302662112825,-0.8844078500754519,-0.7703561613319672,0.8694335713973095,0.9478831840426758,-0.35676143943643235,0.254823477462785,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,-0.05151531140717815,-1.1948466373297977,2.089598578234573,1.9697786400115167,0.6764067231896614,-0.7917560179078185,1.0763591766107998,1.0,0.0
R2048549,-2.4726302662112825,-0.6202436649359975,-0.6080032244255946,-0.6576829802210812,-0.8076088499514855,-0.77954298881161,-0.9077289492035658,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,-0.030885802310098014,-0.025372394059252283,0.27438585636617785,0.2959506969600532,-1.2026945681841654,0.4773464957208415,-0.818122021519067,1.0,0.0
R2049206,-0.9384071179130952,1.2312228607343891,1.269277771951054,0.8694335713973095,0.9478831840426758,1.2243728102593538,-0.9077289492035658,2.1666108729996862,0.789363730636503,1.527117872577498,0.1031570842214041,0.6199782417154973,-0.22067215868884,-0.1605478329630743,1.0989333156791388,-1.4263072747221484,1.0763591766107998,1.0,0.0
R2047922,0.08440831428569649,-1.498473719039973,-1.5616764019571014,-0.6576829802210812,-0.8076088499514855,-1.2882557474093848,2.5799283307954872,-0.1270117087732673,-0.4779368891426062,-0.6262828060694792,-0.1506850178817064,-2.3880206793778034,-0.22067215868884,-0.1605478329630743,-0.565077773356228,-1.4263072747221484,-0.818122021519067,1.0,0.0
R2048097,0.7662852690848909,-0.15911495578905513,-0.021127422867744158,0.8694335713973095,0.9478831840426758,0.33068823434434425,-0.830225454092476,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,-0.006722354847779074,-0.4482603503024029,1.099482548124541,1.0567815801652656,-0.056129396010109835,-0.7917560179078185,1.0763591766107998,1.0,0.0
R2048221,0.08440831428569649,-0.9238007548769496,-0.7908006052386956,-0.6576829802210812,-0.8076088499514855,-0.9548426556257079,-0.2877009883148455,-0.1270117087732673,-1.1115871990321609,-0.6262828060694792,-0.06649497970983231,-0.21002622194407536,2.4196372549379186,2.2741109932936023,-0.8426037979481612,1.1118977525351714,-0.818122021519067,0.0,0.0
R2048066,0.7662852690848909,-0.15705725582060046,-0.14499670065556913,0.8694335713973095,0.9478831840426758,-0.03022284439056348,0.0223129921295148,-0.1270117087732673,0.15571342074694838,1.527117872577498,-0.015115458465221254,-0.2006912292601476,-0.05565282033716739,-0.008381656322031817,-0.08023589108867077,-0.7917560179078185,1.0763591766107998,1.0,0.0
R2048178,-2.4726302662112825,-0.7384223793404902,-0.6262829625069046,-0.6576829802210812,-0.8076088499514855,-0.8551624529274954,-0.9077289492035658,-0.1270117087732673,-0.4779368891426062,-0.6262828060694792,-0.050471389467446566,0.08907717377794709,1.7595599015312315,1.6654462867294355,-1.03895120036304,-0.15720476109348847,-0.818122021519067,0.0,0.0
R2048963,-1.2793455953126924,-0.06642576802082553,-0.0776502971981109,0.8694335713973095,0.9478831840426758,0.22069628653942,-0.830225454092476,-0.1270117087732673,0.789363730636503,-0.6262828060694792,-0.004432345520304501,-0.41697320587316494,-0.22067215868884,-0.1605478329630743,0.18379049625926816,-0.7917560179078185,1.0763591766107998,1.0,0.0
R2047949,0.5958160303850923,-1.1047763939944175,-1.083035891670166,-2.184799531839472,-0.8076088499514855,-1.0923325903818633,-0.7527219589813858,-0.1270117087732673,-0.4779368891426062,-0.6262828060694792,-0.07539745392226413,-0.9133049630040228,1.099482548124541,1.0567815801652656,-1.263623734495228,0.4773464957208415,-0.818122021519067,1.0,0.0
R2048234,0.2548775529854951,-1.1673415957379727,-1.1720293533818074,-2.184799531839472,-0.8076088499514855,-1.3570007147874623,0.254823477462785,-0.1270117087732673,-0.4779368891426062,1.527117872577498,-0.08326751739485111,-0.6422065453337842,0.7694438714211957,0.7524492268831806,-1.052270038893945,1.4291733809423366,-0.818122021519067,1.0,0.0
R2047885,-0.08606092441410211,-0.4788926535894473,-0.5057810048919525,-0.6576829802210812,0.9478831840426758,0.09351809688997632,-0.2101974932037554,-0.1270117087732673,-0.4779368891426062,1.527117872577498,-0.0430948686900049,-1.1422893497531614,-0.22067215868884,-0.1605478329630743,0.29365584757980984,-0.15720476109348847,0.12911857754586634,1.0,0.0
R2047968,0.7662852690848909,-0.5599956928866482,-0.5995849239934122,-0.6576829802210812,-0.8076088499514855,-0.4770651323480683,-0.4427079785370256,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,-0.036990335500051465,-0.5783534903542217,-0.38569149704051264,-0.3127140096041168,-0.215232263528612,-1.267669460518566,-0.818122021519067,1.0,0.0
