,PicCount,Status,List Price,Sold Price,List Date,Sold Date,DOM,Tot BR,Tot Baths,TotFlArea,Yr Blt,TotalPrkng,Sold Price per SqFt,Full Baths,Half Baths,Price Per SQFT
R2173851,8.0,S,1688888.0,1608000.0,5/30/2017,6/16/2017,17.0,2.0,2.0,1259.0,2002.0,1.0,1277.2,2.0,0.0,1277.2
R2171518,11.0,S,589000.0,568000.0,5/30/2017,6/13/2017,14.0,1.0,1.0,561.0,2000.0,,1012.48,1.0,0.0,1012.48
R2171913,20.0,S,999000.0,1055000.0,5/30/2017,6/7/2017,8.0,2.0,2.0,1005.0,1996.0,1.0,1049.75,2.0,0.0,1049.75
R2171700,16.0,S,579000.0,560000.0,5/30/2017,6/6/2017,7.0,1.0,1.0,635.0,1995.0,,881.89,1.0,0.0,881.89
R2171668,20.0,S,1150000.0,1250000.0,5/30/2017,6/6/2017,7.0,2.0,2.0,1093.0,1995.0,2.0,1143.64,2.0,0.0,1143.64
R2171607,19.0,S,455000.0,495000.0,5/30/2017,6/6/2017,7.0,0.0,1.0,420.0,2002.0,1.0,1178.57,1.0,0.0,1178.57
R2172212,9.0,S,1210000.0,1195000.0,5/30/2017,6/6/2017,7.0,2.0,2.0,812.0,2000.0,,1471.67,2.0,0.0,1471.67
R2171657,1.0,S,789000.0,915000.0,5/30/2017,6/6/2017,7.0,2.0,2.0,916.0,1999.0,1.0,998.91,2.0,0.0,998.91
R2171457,20.0,S,649000.0,662000.0,5/30/2017,6/5/2017,6.0,1.0,1.0,580.0,2005.0,1.0,1141.38,1.0,0.0,1141.38
R2172230,20.0,S,975000.0,975000.0,5/30/2017,6/4/2017,5.0,2.0,2.0,950.0,1981.0,1.0,1026.32,2.0,0.0,1026.32
R2171152,20.0,T,1099000.0,,5/29/2017,,22.0,2.0,2.0,1030.0,2002.0,1.0,,2.0,0.0,1066.99
R2171867,16.0,T,1649900.0,,5/29/2017,,15.0,2.0,2.0,980.0,2001.0,1.0,,2.0,0.0,1683.57
R2170901,20.0,T,958000.0,,5/29/2017,,32.0,2.0,2.0,830.0,1993.0,,,2.0,0.0,1154.22
R2171413,20.0,T,1359000.0,,5/29/2017,,53.0,2.0,2.0,1364.0,1994.0,2.0,,2.0,0.0,996.33
R2171729,20.0,T,1788000.0,,5/29/2017,,18.0,2.0,2.0,1280.0,2002.0,1.0,,2.0,0.0,1396.88
R2171235,1.0,T,498800.0,,5/29/2017,,16.0,1.0,1.0,449.0,1992.0,0.0,,1.0,0.0,1110.91
R2171326,13.0,T,575000.0,,5/29/2017,,56.0,1.0,1.0,734.0,1975.0,1.0,,1.0,0.0,783.38
R2171754,20.0,S,699000.0,680000.0,5/29/2017,7/30/2017,62.0,2.0,2.0,721.0,1996.0,1.0,943.13,2.0,0.0,943.13
R2171252,19.0,S,1495000.0,1400000.0,5/29/2017,6/23/2017,25.0,3.0,2.0,1461.0,1987.0,2.0,958.25,2.0,0.0,958.25
R2171438,19.0,S,1398000.0,1398000.0,5/29/2017,6/20/2017,22.0,2.0,3.0,1308.0,2005.0,1.0,1068.81,2.0,1.0,1068.81
R2171570,12.0,S,699000.0,714900.0,5/29/2017,6/15/2017,17.0,1.0,1.0,862.0,1997.0,1.0,829.35,1.0,0.0,829.35
R2171693,20.0,S,920000.0,930000.0,5/29/2017,6/13/2017,15.0,2.0,2.0,907.0,2009.0,1.0,1025.36,2.0,0.0,1025.36
R2171655,19.0,S,889000.0,920000.0,5/29/2017,6/6/2017,8.0,1.0,1.0,723.0,2004.0,1.0,1272.48,1.0,0.0,1272.48
R2171002,11.0,S,519000.0,519000.0,5/29/2017,6/6/2017,8.0,0.0,1.0,463.0,2000.0,1.0,1120.95,1.0,0.0,1120.95
R2171814,11.0,S,1099000.0,1200000.0,5/29/2017,6/6/2017,8.0,2.0,2.0,982.0,2011.0,1.0,1222.0,2.0,0.0,1222.0
R2171225,20.0,S,950000.0,1058000.0,5/29/2017,6/5/2017,7.0,2.0,2.0,851.0,1996.0,1.0,1243.24,2.0,0.0,1243.24
R2171131,19.0,S,598000.0,626651.0,5/29/2017,6/5/2017,7.0,1.0,1.0,704.0,1984.0,1.0,890.13,1.0,0.0,890.13
R2171627,20.0,S,849900.0,918000.0,5/29/2017,6/5/2017,7.0,2.0,2.0,864.0,2005.0,1.0,1062.5,2.0,0.0,1062.5
R2171198,18.0,S,479000.0,553000.0,5/29/2017,6/5/2017,7.0,1.0,1.0,678.0,1978.0,1.0,815.63,1.0,0.0,815.63
R2171186,16.0,S,649900.0,700000.0,5/29/2017,6/5/2017,7.0,1.0,1.0,754.0,1997.0,1.0,928.38,1.0,0.0,928.38
R2170896,20.0,S,839000.0,905000.0,5/29/2017,6/5/2017,7.0,1.0,1.0,862.0,2011.0,1.0,1049.88,1.0,0.0,1049.88
R2170920,3.0,S,599000.0,705000.0,5/29/2017,6/5/2017,7.0,1.0,1.0,738.0,1997.0,1.0,955.28,1.0,0.0,955.28
R2171031,17.0,S,415000.0,475000.0,5/29/2017,6/5/2017,7.0,0.0,1.0,433.0,2006.0,0.0,1097.0,1.0,0.0,1097.0
R2171684,20.0,S,899000.0,910000.0,5/29/2017,6/5/2017,7.0,2.0,2.0,1132.0,1994.0,1.0,803.89,2.0,0.0,803.89
R2171248,20.0,S,633000.0,685000.0,5/29/2017,6/1/2017,3.0,1.0,1.0,585.0,2005.0,1.0,1170.94,1.0,0.0,1170.94
R2171210,18.0,S,1230000.0,1230000.0,5/29/2017,5/30/2017,1.0,2.0,2.0,981.0,2009.0,1.0,1253.82,2.0,0.0,1253.82
R2170791,9.0,T,678000.0,,5/26/2017,,5.0,1.0,1.0,653.0,2017.0,1.0,,1.0,0.0,1038.28
R2170762,16.0,S,1028000.0,958000.0,5/26/2017,7/23/2017,58.0,2.0,1.0,802.0,2011.0,1.0,1194.51,1.0,0.0,1194.51
R2172110,13.0,S,1189000.0,1168000.0,5/26/2017,6/10/2017,15.0,1.0,1.0,658.0,2016.0,,1775.08,1.0,0.0,1775.08
R2171324,20.0,S,799000.0,799000.0,5/26/2017,6/9/2017,14.0,1.0,1.0,667.0,1995.0,1.0,1197.9,1.0,0.0,1197.9
R2170345,8.0,S,549800.0,580000.0,5/26/2017,5/31/2017,5.0,1.0,1.0,485.0,2008.0,1.0,1195.88,1.0,0.0,1195.88
R2170474,19.0,S,718000.0,768000.0,5/26/2017,5/30/2017,4.0,1.0,1.0,820.0,1998.0,1.0,936.59,1.0,0.0,936.59
R2170473,3.0,S,529000.0,500000.0,5/26/2017,5/28/2017,2.0,1.0,1.0,764.0,1977.0,1.0,654.45,1.0,0.0,654.45
R2170188,14.0,T,649000.0,,5/25/2017,,6.0,1.0,1.0,626.0,2007.0,1.0,,1.0,0.0,1036.74
R2170416,20.0,S,1138000.0,1138000.0,5/25/2017,6/7/2017,13.0,2.0,2.0,1192.0,1994.0,1.0,954.7,2.0,0.0,954.7
R2170843,18.0,S,649000.0,637000.0,5/25/2017,6/7/2017,13.0,1.0,1.0,507.0,2005.0,1.0,1256.41,1.0,0.0,1256.41
R2170105,4.0,S,750000.0,851900.0,5/25/2017,6/5/2017,11.0,2.0,2.0,820.0,2007.0,2.0,1038.9,2.0,0.0,1038.9
R2170267,1.0,S,848000.0,906000.0,5/25/2017,5/31/2017,6.0,2.0,2.0,901.0,2005.0,1.0,1005.55,2.0,0.0,1005.55
R2170121,10.0,S,749900.0,849000.0,5/25/2017,5/30/2017,5.0,2.0,2.0,935.0,2009.0,1.0,908.02,2.0,0.0,908.02
R2170673,11.0,S,688000.0,688000.0,5/25/2017,5/30/2017,5.0,1.0,1.0,661.0,2009.0,1.0,1040.85,1.0,0.0,1040.85
R2170033,1.0,S,1698000.0,1800000.0,5/25/2017,5/29/2017,4.0,2.0,2.0,1075.0,2003.0,2.0,1674.42,2.0,0.0,1674.42
R2169791,20.0,T,649000.0,,5/24/2017,,5.0,2.0,2.0,721.0,1996.0,1.0,,2.0,0.0,900.14
R2169837,19.0,T,1588000.0,,5/24/2017,,6.0,2.0,1.0,865.0,2003.0,2.0,,1.0,0.0,1835.84
R2170407,11.0,T,768000.0,,5/24/2017,,33.0,2.0,2.0,835.0,2005.0,1.0,,2.0,0.0,919.76
R2170153,18.0,S,688000.0,665000.0,5/24/2017,7/24/2017,61.0,1.0,1.0,686.0,1995.0,1.0,969.39,1.0,0.0,969.39
R2170747,13.0,S,938000.0,926000.0,5/24/2017,7/23/2017,60.0,2.0,2.0,902.0,2009.0,,1026.61,2.0,0.0,1026.61
R2169796,2.0,S,1405800.0,1320000.0,5/24/2017,7/23/2017,60.0,2.0,2.0,852.0,2019.0,1.0,1549.3,2.0,0.0,1549.3
R2169870,19.0,S,895000.0,875000.0,5/24/2017,6/15/2017,22.0,1.0,1.0,685.0,2000.0,1.0,1277.37,1.0,0.0,1277.37
R2169760,11.0,S,599000.0,570000.0,5/24/2017,6/4/2017,11.0,1.0,1.0,635.0,1995.0,1.0,897.64,1.0,0.0,897.64
R2170233,20.0,S,778000.0,792000.0,5/24/2017,6/1/2017,8.0,1.0,1.0,644.0,2005.0,1.0,1229.81,1.0,0.0,1229.81
R2169548,1.0,S,675000.0,695000.0,5/24/2017,6/1/2017,8.0,1.0,1.0,682.0,2002.0,1.0,1019.06,1.0,0.0,1019.06
R2169911,20.0,S,1898000.0,2069000.0,5/24/2017,5/31/2017,7.0,3.0,2.0,1264.0,1996.0,1.0,1636.87,2.0,0.0,1636.87
R2169918,15.0,S,1060000.0,1035000.0,5/24/2017,5/29/2017,5.0,2.0,0.0,873.0,2010.0,1.0,1185.57,0.0,0.0,1185.57
R2169872,20.0,S,679900.0,695000.0,5/24/2017,5/27/2017,3.0,1.0,1.0,821.0,1992.0,1.0,846.53,1.0,0.0,846.53
R2169853,20.0,T,1588000.0,,5/23/2017,,51.0,2.0,2.0,1073.0,2008.0,1.0,,2.0,0.0,1479.96
R2169196,20.0,T,799000.0,,5/23/2017,,15.0,1.0,1.0,726.0,2008.0,1.0,,1.0,0.0,1100.55
R2169429,20.0,T,699000.0,,5/23/2017,,28.0,1.0,1.0,507.0,2013.0,1.0,,1.0,0.0,1378.7
R2169765,6.0,T,628000.0,,5/23/2017,,34.0,1.0,1.0,506.0,2006.0,1.0,,1.0,0.0,1241.11
R2168867,20.0,S,630000.0,610000.0,5/23/2017,7/14/2017,52.0,2.0,2.0,689.0,1990.0,,885.34,2.0,0.0,885.34
R2169351,20.0,S,729000.0,717000.0,5/23/2017,6/8/2017,16.0,1.0,1.0,800.0,2007.0,0.0,896.25,1.0,0.0,896.25
R2168923,20.0,S,799000.0,821000.0,5/23/2017,6/5/2017,13.0,1.0,2.0,854.0,2006.0,,961.36,2.0,0.0,961.36
R2169307,1.0,S,618000.0,625000.0,5/23/2017,6/5/2017,13.0,1.0,1.0,586.0,1998.0,1.0,1066.55,1.0,0.0,1066.55
R2169406,17.0,S,599000.0,665000.0,5/23/2017,6/4/2017,12.0,1.0,1.0,548.0,2003.0,1.0,1213.5,1.0,0.0,1213.5
R2168978,12.0,S,569000.0,602000.0,5/23/2017,6/3/2017,11.0,1.0,1.0,591.0,2008.0,1.0,1018.61,1.0,0.0,1018.61
R2169603,20.0,S,1288000.0,1270000.0,5/23/2017,6/2/2017,10.0,2.0,2.0,1093.0,2005.0,1.0,1161.94,2.0,0.0,1161.94
R2168839,18.0,S,825000.0,875000.0,5/23/2017,6/1/2017,9.0,2.0,1.0,1039.0,1984.0,1.0,842.16,1.0,0.0,842.16
R2169249,1.0,S,725000.0,731000.0,5/23/2017,6/1/2017,9.0,1.0,1.0,790.0,2007.0,1.0,925.32,1.0,0.0,925.32
R2169997,2.0,S,2188000.0,2050000.0,5/23/2017,5/31/2017,8.0,2.0,2.0,1255.0,2008.0,2.0,1633.47,2.0,0.0,1633.47
R2169190,14.0,S,538000.0,575000.0,5/23/2017,5/31/2017,8.0,1.0,1.0,500.0,2000.0,1.0,1150.0,1.0,0.0,1150.0
R2169389,15.0,S,789000.0,825000.0,5/23/2017,5/31/2017,8.0,2.0,2.0,860.0,1987.0,1.0,959.3,1.0,1.0,959.3
R2169400,1.0,S,1288000.0,1175000.0,5/23/2017,5/31/2017,8.0,2.0,2.0,1080.0,1999.0,1.0,1087.96,2.0,0.0,1087.96
R2168729,20.0,S,679900.0,685000.0,5/23/2017,5/30/2017,7.0,1.0,1.0,605.0,2010.0,1.0,1132.23,1.0,0.0,1132.23
R2169165,13.0,S,578000.0,599000.0,5/23/2017,5/30/2017,7.0,1.0,1.0,590.0,2007.0,1.0,1015.25,1.0,0.0,1015.25
R2169174,1.0,S,1098000.0,1075000.0,5/23/2017,5/29/2017,6.0,1.0,2.0,1437.0,1906.0,1.0,748.09,1.0,1.0,748.09
R2169275,16.0,S,729900.0,765000.0,5/23/2017,5/29/2017,6.0,1.0,1.0,705.0,2013.0,1.0,1085.11,1.0,0.0,1085.11
R2169722,17.0,S,898000.0,946000.0,5/23/2017,5/29/2017,6.0,2.0,2.0,961.0,1993.0,1.0,984.39,2.0,0.0,984.39
R2168942,20.0,S,1098000.0,1138000.0,5/23/2017,5/29/2017,6.0,2.0,2.0,853.0,2008.0,1.0,1334.11,2.0,0.0,1334.11
R2169100,18.0,S,648000.0,655000.0,5/23/2017,5/28/2017,5.0,1.0,1.0,725.0,1998.0,1.0,903.45,1.0,0.0,903.45
R2169799,20.0,S,699000.0,699000.0,5/23/2017,5/28/2017,5.0,1.0,1.0,619.0,2011.0,1.0,1129.24,1.0,0.0,1129.24
R2169284,20.0,S,899000.0,945000.0,5/23/2017,5/25/2017,2.0,2.0,2.0,884.0,2005.0,1.0,1069.0,2.0,0.0,1069.0
R2169395,15.0,S,538000.0,534000.0,5/23/2017,5/23/2017,0.0,1.0,1.0,576.0,2000.0,1.0,927.08,1.0,0.0,927.08
R2169365,20.0,T,1228000.0,,5/22/2017,,38.0,2.0,2.0,1019.0,2009.0,1.0,,2.0,0.0,1205.1
R2169379,19.0,T,599900.0,,5/22/2017,,10.0,1.0,1.0,576.0,2009.0,1.0,,1.0,0.0,1041.49
R2169501,20.0,S,1949900.0,1810000.0,5/22/2017,7/26/2017,65.0,3.0,2.0,1670.0,1989.0,2.0,1083.83,2.0,0.0,1083.83
R2169704,1.0,S,838000.0,815000.0,5/22/2017,7/25/2017,64.0,2.0,2.0,749.0,1999.0,,1088.12,2.0,0.0,1088.12
R2170830,20.0,S,1150000.0,1060000.0,5/22/2017,7/5/2017,44.0,1.0,1.0,1990.0,2008.0,0.0,532.66,1.0,0.0,532.66
R2169338,1.0,S,483000.0,503500.0,5/22/2017,6/13/2017,22.0,0.0,1.0,445.0,2000.0,,1131.46,1.0,0.0,1131.46
R2170417,12.0,S,890000.0,877500.0,5/22/2017,6/11/2017,20.0,2.0,2.0,967.0,2009.0,,907.45,2.0,0.0,907.45
R2170139,9.0,S,719000.0,715000.0,5/22/2017,6/6/2017,15.0,1.0,1.0,611.0,2005.0,1.0,1170.21,1.0,0.0,1170.21
R2170774,17.0,S,698000.0,730000.0,5/22/2017,6/2/2017,11.0,2.0,1.0,687.0,1997.0,1.0,1062.59,1.0,0.0,1062.59
R2169784,12.0,S,732888.0,733000.0,5/22/2017,5/31/2017,9.0,1.0,1.0,670.0,2011.0,1.0,1094.03,1.0,0.0,1094.03
R2168644,12.0,S,549880.0,551880.0,5/22/2017,5/30/2017,8.0,1.0,1.0,651.0,1986.0,1.0,847.74,1.0,0.0,847.74
R2168657,16.0,S,1238000.0,1240000.0,5/22/2017,5/30/2017,8.0,2.0,2.0,1256.0,2005.0,1.0,987.26,2.0,0.0,987.26
R2168604,20.0,S,445000.0,516000.0,5/22/2017,5/30/2017,8.0,1.0,1.0,465.0,2002.0,1.0,1109.68,1.0,0.0,1109.68
R2168605,20.0,S,445000.0,490000.0,5/22/2017,5/29/2017,7.0,0.0,1.0,411.0,2003.0,1.0,1192.21,1.0,0.0,1192.21
R2168681,19.0,S,939000.0,937000.0,5/22/2017,5/29/2017,7.0,2.0,2.0,955.0,2009.0,1.0,981.15,2.0,0.0,981.15
R2168820,20.0,S,599900.0,653000.0,5/22/2017,5/29/2017,7.0,1.0,1.0,601.0,2012.0,1.0,1086.52,1.0,0.0,1086.52
R2168898,20.0,S,348800.0,345000.0,5/22/2017,5/25/2017,3.0,1.0,1.0,620.0,1970.0,1.0,556.45,1.0,0.0,556.45
R2169631,6.0,T,848800.0,,5/21/2017,,9.0,1.0,1.0,653.0,2017.0,1.0,,1.0,0.0,1299.85
R2168229,10.0,T,749800.0,,5/19/2017,,18.0,1.0,1.0,717.0,2012.0,1.0,,1.0,0.0,1045.75
R2168432,20.0,S,1258000.0,1255000.0,5/19/2017,7/9/2017,51.0,1.0,1.0,671.0,2016.0,1.0,1870.34,1.0,0.0,1870.34
R2168508,20.0,S,998000.0,970000.0,5/19/2017,6/23/2017,35.0,2.0,1.0,1169.0,1996.0,1.0,829.77,1.0,0.0,829.77
R2169392,14.0,S,788000.0,782500.0,5/19/2017,6/21/2017,33.0,2.0,2.0,792.0,1999.0,1.0,988.01,2.0,0.0,988.01
R2168832,19.0,S,499000.0,525000.0,5/19/2017,6/17/2017,29.0,1.0,1.0,600.0,1976.0,1.0,875.0,1.0,0.0,875.0
R2168420,20.0,S,898800.0,950000.0,5/19/2017,5/29/2017,10.0,2.0,2.0,919.0,1995.0,1.0,1033.73,2.0,0.0,1033.73
R2168862,20.0,S,729000.0,725000.0,5/19/2017,5/28/2017,9.0,1.0,1.0,645.0,2009.0,1.0,1124.03,1.0,0.0,1124.03
R2168299,10.0,S,899000.0,890000.0,5/19/2017,5/23/2017,4.0,2.0,1.0,750.0,2014.0,1.0,1186.67,1.0,0.0,1186.67
R2168505,19.0,S,549000.0,570000.0,5/19/2017,5/21/2017,2.0,1.0,1.0,473.0,2004.0,1.0,1205.07,1.0,0.0,1205.07
R2168447,9.0,T,1138000.0,,5/18/2017,,39.0,2.0,2.0,983.0,2009.0,1.0,,2.0,0.0,1157.68
R2168246,17.0,S,2490000.0,2460000.0,5/18/2017,6/3/2017,16.0,2.0,2.0,1394.0,2008.0,1.0,1764.71,2.0,0.0,1764.71
R2168612,17.0,S,639900.0,639000.0,5/18/2017,5/30/2017,12.0,1.0,1.0,658.0,2009.0,1.0,971.12,1.0,0.0,971.12
R2168175,18.0,S,838000.0,858000.0,5/18/2017,5/28/2017,10.0,1.0,1.0,900.0,1987.0,1.0,953.33,1.0,0.0,953.33
R2168583,6.0,S,787000.0,820000.0,5/18/2017,5/26/2017,8.0,2.0,2.0,882.0,2007.0,1.0,929.71,2.0,0.0,929.71
R2168808,19.0,S,1658000.0,1759000.0,5/18/2017,5/25/2017,7.0,2.0,2.0,1239.0,2005.0,,1419.69,2.0,0.0,1419.69
R2167817,6.0,S,649000.0,685000.0,5/18/2017,5/22/2017,4.0,1.0,1.0,647.0,2009.0,1.0,1058.73,1.0,0.0,1058.73
R2167517,1.0,S,507000.0,502000.0,5/17/2017,6/28/2017,42.0,0.0,1.0,445.0,1999.0,1.0,1128.09,1.0,0.0,1128.09
R2167428,1.0,S,499000.0,565000.0,5/17/2017,5/23/2017,6.0,1.0,1.0,702.0,1971.0,1.0,804.84,1.0,0.0,804.84
R2167390,20.0,S,697000.0,715500.0,5/17/2017,5/23/2017,6.0,1.0,1.0,653.0,2014.0,1.0,1095.71,1.0,0.0,1095.71
R2166957,19.0,T,559000.0,,5/16/2017,,22.0,1.0,1.0,601.0,1995.0,1.0,,1.0,0.0,930.12
R2167652,3.0,T,608000.0,,5/16/2017,,42.0,1.0,1.0,574.0,1995.0,,,1.0,0.0,1059.23
R2167681,16.0,T,968000.0,,5/16/2017,,62.0,2.0,2.0,888.0,1997.0,1.0,,2.0,0.0,1090.09
R2167032,20.0,T,829800.0,,5/16/2017,,41.0,2.0,2.0,823.0,1994.0,1.0,,2.0,0.0,1008.26
R2167692,13.0,S,538800.0,528000.0,5/16/2017,6/8/2017,23.0,0.0,1.0,510.0,2007.0,0.0,1035.29,1.0,0.0,1035.29
R2167178,15.0,S,849000.0,825000.0,5/16/2017,6/7/2017,22.0,2.0,2.0,972.0,1982.0,1.0,848.77,1.0,1.0,848.77
R2167097,16.0,S,1999000.0,2050000.0,5/16/2017,5/25/2017,9.0,2.0,2.0,1280.0,2003.0,2.0,1601.56,2.0,0.0,1601.56
R2167292,20.0,S,1088000.0,1160000.0,5/16/2017,5/24/2017,8.0,2.0,2.0,988.0,2011.0,1.0,1174.09,2.0,0.0,1174.09
R2167050,20.0,S,431000.0,465000.0,5/16/2017,5/24/2017,8.0,0.0,1.0,400.0,1995.0,1.0,1162.5,1.0,0.0,1162.5
R2167272,17.0,S,628800.0,600000.0,5/16/2017,5/24/2017,8.0,1.0,1.0,642.0,1994.0,1.0,934.58,1.0,0.0,934.58
R2166750,17.0,T,499000.0,,5/15/2017,,28.0,1.0,1.0,495.0,1994.0,1.0,,1.0,0.0,1008.08
R2166803,20.0,T,898000.0,,5/15/2017,,32.0,2.0,2.0,850.0,2001.0,1.0,,2.0,0.0,1056.47
R2167486,19.0,T,629900.0,,5/15/2017,,43.0,1.0,1.0,595.0,2008.0,,,1.0,0.0,1058.66
R2166434,11.0,T,549000.0,,5/15/2017,,9.0,1.0,1.0,635.0,1995.0,1.0,,1.0,0.0,864.57
R2168057,20.0,T,899000.0,,5/15/2017,,65.0,1.0,1.0,702.0,1992.0,1.0,,1.0,0.0,1280.63
R2166789,19.0,T,578800.0,,5/15/2017,,35.0,1.0,1.0,671.0,1987.0,1.0,,1.0,0.0,862.59
R2166741,15.0,T,759900.0,,5/15/2017,,39.0,2.0,2.0,866.0,1990.0,1.0,,0.0,2.0,877.48
R2166333,20.0,S,938000.0,900000.0,5/15/2017,6/12/2017,28.0,1.0,2.0,954.0,1998.0,,943.4,1.0,1.0,943.4
R2166298,20.0,S,720000.0,720000.0,5/15/2017,6/9/2017,25.0,1.0,1.0,659.0,2010.0,1.0,1092.56,1.0,0.0,1092.56
R2167108,18.0,S,1199000.0,1156000.0,5/15/2017,6/5/2017,21.0,2.0,2.0,1168.0,2009.0,1.0,989.73,2.0,0.0,989.73
R2167238,20.0,S,1699900.0,1625000.0,5/15/2017,6/2/2017,18.0,2.0,2.0,1305.0,2004.0,2.0,1245.21,2.0,0.0,1245.21
R2166455,20.0,S,688000.0,688000.0,5/15/2017,5/29/2017,14.0,1.0,1.0,568.0,2003.0,1.0,1211.27,1.0,0.0,1211.27
R2166529,20.0,S,1965000.0,1940000.0,5/15/2017,5/26/2017,11.0,2.0,2.0,1146.0,2006.0,1.0,1692.84,2.0,0.0,1692.84
R2166646,19.0,S,599000.0,650000.0,5/15/2017,5/24/2017,9.0,1.0,1.0,644.0,1998.0,1.0,1009.32,1.0,0.0,1009.32
R2166366,20.0,S,2099000.0,2088000.0,5/15/2017,5/24/2017,9.0,2.0,2.0,1529.0,1993.0,2.0,1365.6,2.0,0.0,1365.6
R2167089,13.0,S,528000.0,548000.0,5/15/2017,5/23/2017,8.0,1.0,1.0,660.0,1987.0,1.0,830.3,1.0,0.0,830.3
R2167044,20.0,S,888000.0,922500.0,5/15/2017,5/23/2017,8.0,2.0,2.0,902.0,2006.0,1.0,1022.73,2.0,0.0,1022.73
R2167572,6.0,S,499000.0,508000.0,5/15/2017,5/23/2017,8.0,0.0,1.0,423.0,2010.0,,1200.95,1.0,0.0,1200.95
R2166811,20.0,S,688000.0,748000.0,5/15/2017,5/23/2017,8.0,1.0,1.0,675.0,2005.0,1.0,1108.15,1.0,0.0,1108.15
R2168012,20.0,S,599000.0,635500.0,5/15/2017,5/23/2017,8.0,1.0,1.0,496.0,2006.0,1.0,1281.25,1.0,0.0,1281.25
R2166693,14.0,S,880000.0,915000.0,5/15/2017,5/23/2017,8.0,1.0,1.0,722.0,2000.0,1.0,1267.31,1.0,0.0,1267.31
R2166772,20.0,S,949000.0,1060000.0,5/15/2017,5/23/2017,8.0,2.0,2.0,868.0,2012.0,1.0,1221.2,2.0,0.0,1221.2
R2166393,20.0,S,665800.0,665000.0,5/15/2017,5/22/2017,7.0,1.0,1.0,756.0,1988.0,1.0,879.63,1.0,0.0,879.63
R2166916,20.0,S,799000.0,841000.0,5/15/2017,5/22/2017,7.0,2.0,2.0,1103.0,1994.0,1.0,762.47,2.0,0.0,762.47
R2167258,1.0,S,699000.0,720000.0,5/15/2017,5/22/2017,7.0,1.0,1.0,564.0,2013.0,1.0,1276.6,1.0,0.0,1276.6
R2167386,2.0,S,589900.0,615000.0,5/15/2017,5/20/2017,5.0,1.0,1.0,563.0,2007.0,1.0,1092.36,1.0,0.0,1092.36
R2166535,6.0,S,780000.0,800000.0,5/15/2017,5/17/2017,2.0,2.0,2.0,1061.0,1994.0,1.0,754.01,0.0,2.0,754.01
R2166614,19.0,S,599000.0,711000.0,5/15/2017,5/17/2017,2.0,1.0,1.0,577.0,2011.0,0.0,1232.24,1.0,0.0,1232.24
R2167126,8.0,S,578000.0,590000.0,5/15/2017,5/17/2017,2.0,1.0,1.0,507.0,2014.0,1.0,1163.71,1.0,0.0,1163.71
R2166510,11.0,S,688800.0,680000.0,5/15/2017,5/16/2017,1.0,2.0,2.0,721.0,1996.0,1.0,943.13,2.0,0.0,943.13
R2165874,20.0,S,2398000.0,2350000.0,5/12/2017,7/5/2017,54.0,2.0,2.0,1482.0,2013.0,1.0,1585.7,2.0,0.0,1585.7
R2166146,20.0,S,749800.0,725000.0,5/12/2017,5/25/2017,13.0,1.0,1.0,601.0,2011.0,,1206.32,1.0,0.0,1206.32
R2166859,18.0,S,280000.0,310000.0,5/12/2017,5/22/2017,10.0,1.0,1.0,550.0,1967.0,0.0,563.64,1.0,0.0,563.64
R2165916,15.0,S,300000.0,320000.0,5/12/2017,5/22/2017,10.0,1.0,1.0,550.0,1967.0,0.0,581.82,1.0,0.0,581.82
R2166085,20.0,S,775000.0,878000.0,5/12/2017,5/22/2017,10.0,2.0,2.0,1028.0,1991.0,1.0,854.09,2.0,0.0,854.09
R2165483,16.0,T,948888.0,,5/11/2017,,13.0,1.0,1.0,685.0,2000.0,1.0,,1.0,0.0,1385.24
R2166797,8.0,S,578000.0,540500.0,5/11/2017,6/1/2017,21.0,1.0,1.0,535.0,2017.0,,1010.28,1.0,0.0,1010.28
R2166042,6.0,S,1819900.0,1819900.0,5/11/2017,5/28/2017,17.0,2.0,2.0,1041.0,2019.0,1.0,1748.22,2.0,0.0,1748.22
R2165626,1.0,S,1588000.0,1588000.0,5/11/2017,5/22/2017,11.0,2.0,2.0,1222.0,2011.0,1.0,1299.51,2.0,0.0,1299.51
R2165590,10.0,S,698808.0,700000.0,5/11/2017,5/19/2017,8.0,1.0,1.0,687.0,1994.0,1.0,1018.92,1.0,0.0,1018.92
R2165593,20.0,S,1998000.0,2038000.0,5/11/2017,5/18/2017,7.0,3.0,2.0,1483.0,2002.0,1.0,1374.24,2.0,0.0,1374.24
R2165989,14.0,S,1099000.0,1042000.0,5/11/2017,5/12/2017,1.0,2.0,2.0,1184.0,1995.0,2.0,880.07,2.0,0.0,880.07
R2165525,20.0,S,850000.0,850000.0,5/11/2017,5/11/2017,0.0,2.0,2.0,992.0,1989.0,1.0,856.85,2.0,0.0,856.85
R2165500,14.0,T,1208000.0,,5/10/2017,,82.0,1.0,2.0,995.0,1989.0,1.0,,1.0,1.0,1214.07
R2164890,10.0,X,639000.0,,5/10/2017,,62.0,1.0,1.0,600.0,2009.0,1.0,,1.0,0.0,1065.0
R2165653,20.0,S,728800.0,730000.0,5/10/2017,7/18/2017,69.0,1.0,1.0,914.0,1906.0,1.0,798.69,1.0,0.0,798.69
R2165693,20.0,S,995000.0,995000.0,5/10/2017,5/18/2017,8.0,2.0,2.0,1192.0,1981.0,1.0,834.73,1.0,1.0,834.73
