,PicCount,Status,List Price,Sold Price,List Date,Sold Date,DOM,Tot BR,Tot Baths,TotFlArea,Yr Blt,TotalPrkng,Sold Price per SqFt,Full Baths,Half Baths,Price Per SQFT
R2179823,20.0,S,888000.0,888000.0,6/20/2017,6/23/2017,3.0,1.0,1.0,665.0,2014.0,1.0,1335.34,1.0,0.0,1335.34
R2180354,15.0,S,1050000.0,1017000.0,6/20/2017,6/20/2017,0.0,3.0,2.0,1148.0,1994.0,1.0,885.89,2.0,0.0,885.89
R2179656,19.0,T,1699000.0,,6/19/2017,,38.0,2.0,2.0,1280.0,2002.0,1.0,,2.0,0.0,1327.34
R2179544,20.0,S,498999.0,470000.0,6/19/2017,7/27/2017,38.0,1.0,1.0,536.0,1996.0,,876.87,1.0,0.0,876.87
R2179444,20.0,S,1788000.0,1757000.0,6/19/2017,7/26/2017,37.0,3.0,4.0,1836.0,2007.0,1.0,956.97,3.0,1.0,956.97
R2179301,19.0,S,573800.0,566500.0,6/19/2017,7/16/2017,27.0,1.0,1.0,671.0,1987.0,1.0,844.26,1.0,0.0,844.26
R2179308,20.0,S,749000.0,720000.0,6/19/2017,7/15/2017,26.0,1.0,1.0,739.0,1997.0,1.0,974.29,1.0,0.0,974.29
R2179942,1.0,S,875000.0,868000.0,6/19/2017,7/14/2017,25.0,2.0,2.0,868.0,2005.0,1.0,1000.0,2.0,0.0,1000.0
R2179059,13.0,S,548000.0,535000.0,6/19/2017,7/11/2017,22.0,1.0,1.0,594.0,2002.0,0.0,900.67,1.0,0.0,900.67
R2179392,20.0,S,549800.0,655000.0,6/19/2017,7/8/2017,19.0,1.0,1.0,505.0,2016.0,0.0,1297.03,1.0,0.0,1297.03
R2179014,16.0,S,659000.0,650000.0,6/19/2017,7/7/2017,18.0,1.0,1.0,535.0,2003.0,1.0,1214.95,1.0,0.0,1214.95
R2180809,16.0,S,1068000.0,1150000.0,6/19/2017,7/3/2017,14.0,2.0,2.0,874.0,2006.0,,1315.79,2.0,0.0,1315.79
R2178948,15.0,S,1590000.0,1590000.0,6/19/2017,6/30/2017,11.0,2.0,2.0,1167.0,2007.0,1.0,1362.47,2.0,0.0,1362.47
R2179744,1.0,S,768000.0,762000.0,6/19/2017,6/29/2017,10.0,1.0,1.0,570.0,2016.0,0.0,1336.84,1.0,0.0,1336.84
R2179331,16.0,S,499000.0,499000.0,6/19/2017,6/29/2017,10.0,1.0,1.0,585.0,1991.0,,852.99,1.0,0.0,852.99
R2179326,1.0,S,1650000.0,1755000.0,6/19/2017,6/29/2017,10.0,2.0,2.0,1062.0,2003.0,2.0,1652.54,2.0,0.0,1652.54
R2179155,12.0,S,788800.0,810000.0,6/19/2017,6/28/2017,9.0,2.0,2.0,891.0,2007.0,1.0,909.09,2.0,0.0,909.09
R2179212,20.0,S,1495000.0,1495000.0,6/19/2017,6/27/2017,8.0,2.0,2.0,1151.0,2005.0,1.0,1298.87,2.0,0.0,1298.87
R2179735,20.0,S,599000.0,628000.0,6/19/2017,6/27/2017,8.0,1.0,1.0,507.0,2013.0,1.0,1238.66,1.0,0.0,1238.66
R2179760,20.0,S,1199000.0,1327750.0,6/19/2017,6/27/2017,8.0,2.0,2.0,980.0,2002.0,1.0,1354.85,2.0,0.0,1354.85
R2179079,20.0,S,458000.0,475000.0,6/19/2017,6/27/2017,8.0,0.0,1.0,442.0,1997.0,1.0,1074.66,1.0,0.0,1074.66
R2179098,20.0,S,869000.0,976000.0,6/19/2017,6/26/2017,7.0,2.0,2.0,900.0,2006.0,1.0,1084.44,2.0,0.0,1084.44
R2179387,11.0,S,688000.0,768000.0,6/19/2017,6/26/2017,7.0,2.0,2.0,750.0,2005.0,1.0,1024.0,2.0,0.0,1024.0
R2179074,17.0,S,599900.0,605000.0,6/19/2017,6/26/2017,7.0,1.0,1.0,556.0,2005.0,1.0,1088.13,1.0,0.0,1088.13
R2179250,20.0,S,550000.0,610000.0,6/19/2017,6/23/2017,4.0,1.0,1.0,503.0,2000.0,1.0,1212.72,1.0,0.0,1212.72
R2179253,20.0,S,799800.0,845500.0,6/19/2017,6/23/2017,4.0,2.0,2.0,873.0,2007.0,1.0,968.5,2.0,0.0,968.5
R2179488,20.0,S,918000.0,938800.0,6/19/2017,6/22/2017,3.0,2.0,2.0,745.0,2016.0,1.0,1260.13,2.0,0.0,1260.13
R2179508,13.0,S,649900.0,675000.0,6/19/2017,6/21/2017,2.0,1.0,1.0,602.0,2005.0,1.0,1121.26,1.0,0.0,1121.26
R2179557,0.0,S,599000.0,610500.0,6/19/2017,6/19/2017,0.0,1.0,1.0,651.0,1988.0,1.0,937.79,1.0,0.0,937.79
R2178713,13.0,S,479000.0,482000.0,6/16/2017,7/25/2017,39.0,0.0,1.0,442.0,2009.0,0.0,1090.5,1.0,0.0,1090.5
R2178897,14.0,S,860000.0,838000.0,6/16/2017,7/20/2017,34.0,2.0,1.0,802.0,2012.0,1.0,1044.89,1.0,0.0,1044.89
R2178587,20.0,S,880000.0,880000.0,6/16/2017,6/28/2017,12.0,1.0,1.0,795.0,1965.0,1.0,1106.92,1.0,0.0,1106.92
R2178065,20.0,S,768000.0,748000.0,6/15/2017,7/21/2017,24.0,2.0,1.0,715.0,2013.0,1.0,1046.15,1.0,0.0,1046.15
R2178051,20.0,S,648800.0,762000.0,6/15/2017,6/21/2017,6.0,2.0,1.0,772.0,2003.0,1.0,987.05,1.0,0.0,987.05
R2178648,16.0,S,538000.0,565000.0,6/15/2017,6/21/2017,6.0,1.0,1.0,620.0,1976.0,1.0,911.29,1.0,0.0,911.29
R2178071,20.0,S,499000.0,560000.0,6/15/2017,6/19/2017,4.0,1.0,1.0,545.0,1998.0,1.0,1027.52,1.0,0.0,1027.52
R2178250,12.0,T,739000.0,,6/14/2017,,44.0,2.0,1.0,871.0,1984.0,1.0,,1.0,0.0,848.45
R2177586,20.0,S,1099800.0,1079000.0,6/14/2017,7/25/2017,41.0,2.0,2.0,1023.0,1988.0,1.0,1054.74,2.0,0.0,1054.74
R2177670,19.0,S,485000.0,518000.0,6/14/2017,6/27/2017,13.0,0.0,1.0,460.0,2005.0,1.0,1126.09,1.0,0.0,1126.09
R2178103,16.0,S,729000.0,761000.0,6/14/2017,6/26/2017,12.0,2.0,1.0,860.0,1978.0,1.0,884.88,1.0,0.0,884.88
R2177562,11.0,S,459900.0,459900.0,6/14/2017,6/21/2017,7.0,0.0,1.0,400.0,1999.0,1.0,1149.75,1.0,0.0,1149.75
R2177921,20.0,S,799900.0,861000.0,6/14/2017,6/19/2017,5.0,2.0,2.0,758.0,2002.0,1.0,1135.88,2.0,0.0,1135.88
R2177997,20.0,S,679000.0,720000.0,6/14/2017,6/16/2017,2.0,1.0,1.0,615.0,2005.0,1.0,1170.73,1.0,0.0,1170.73
R2178058,8.0,X,1330000.0,,6/13/2017,,30.0,2.0,2.0,1008.0,1993.0,1.0,,2.0,0.0,1319.44
R2177677,20.0,T,1580000.0,,6/13/2017,,13.0,2.0,2.0,980.0,2001.0,1.0,,2.0,0.0,1612.24
R2177216,20.0,T,1088000.0,,6/13/2017,,19.0,2.0,2.0,903.0,1993.0,1.0,,1.0,1.0,1204.87
R2177887,9.0,T,740000.0,,6/13/2017,,13.0,1.0,1.0,733.0,2009.0,1.0,,1.0,0.0,1009.55
R2177142,20.0,S,930000.0,910000.0,6/13/2017,7/18/2017,35.0,1.0,1.0,675.0,2013.0,1.0,1348.15,1.0,0.0,1348.15
R2178200,20.0,S,1838000.0,1800000.0,6/13/2017,7/11/2017,28.0,3.0,2.0,1432.0,1995.0,2.0,1256.98,2.0,0.0,1256.98
R2177857,20.0,S,1999000.0,1920000.0,6/13/2017,6/26/2017,13.0,2.0,2.0,1220.0,2000.0,1.0,1573.77,2.0,0.0,1573.77
R2177525,20.0,S,695000.0,710000.0,6/13/2017,6/20/2017,7.0,1.0,1.0,523.0,2010.0,1.0,1357.55,1.0,0.0,1357.55
R2177106,20.0,S,688000.0,710000.0,6/13/2017,6/19/2017,6.0,1.0,1.0,614.0,1998.0,1.0,1156.35,1.0,0.0,1156.35
R2177024,20.0,S,888000.0,900000.0,6/13/2017,6/19/2017,6.0,2.0,2.0,930.0,2009.0,1.0,967.74,2.0,0.0,967.74
R2178192,14.0,S,448000.0,474000.0,6/13/2017,6/19/2017,6.0,1.0,1.0,600.0,1987.0,1.0,790.0,1.0,0.0,790.0
R2177069,19.0,T,1249900.0,,6/12/2017,,22.0,2.0,2.0,1054.0,2003.0,1.0,,2.0,0.0,1185.86
R2177449,0.0,T,1480000.0,,6/12/2017,,42.0,2.0,3.0,1188.0,2008.0,2.0,,2.0,1.0,1245.79
R2177337,20.0,T,829900.0,,6/12/2017,,32.0,2.0,1.0,900.0,1989.0,1.0,,1.0,0.0,922.11
R2176994,20.0,T,799800.0,,6/12/2017,,10.0,2.0,2.0,665.0,1995.0,,,2.0,0.0,1202.71
R2176803,9.0,T,1890000.0,,6/12/2017,,35.0,1.0,2.0,850.0,2016.0,1.0,,2.0,0.0,2223.53
R2176380,18.0,S,549000.0,558000.0,6/12/2017,7/15/2017,33.0,1.0,1.0,563.0,2000.0,1.0,991.12,1.0,0.0,991.12
R2176357,20.0,S,829000.0,827000.0,6/12/2017,7/12/2017,30.0,1.0,1.0,686.0,2010.0,1.0,1205.54,1.0,0.0,1205.54
R2177118,20.0,S,1295000.0,1260000.0,6/12/2017,7/6/2017,24.0,3.0,2.0,1522.0,1973.0,2.0,827.86,2.0,0.0,827.86
R2176650,12.0,S,998000.0,988000.0,6/12/2017,7/2/2017,20.0,2.0,2.0,935.0,2003.0,1.0,1056.68,2.0,0.0,1056.68
R2176679,20.0,S,1318880.0,1400000.0,6/12/2017,6/29/2017,17.0,2.0,2.0,1050.0,1999.0,2.0,1333.33,2.0,0.0,1333.33
R2176997,16.0,S,498000.0,485000.0,6/12/2017,6/27/2017,15.0,0.0,1.0,514.0,1997.0,,943.58,1.0,0.0,943.58
R2177192,8.0,S,499000.0,548000.0,6/12/2017,6/26/2017,14.0,1.0,1.0,577.0,1995.0,1.0,949.74,1.0,0.0,949.74
R2176299,20.0,S,959000.0,940000.0,6/12/2017,6/26/2017,14.0,1.0,2.0,1180.0,1981.0,1.0,796.61,1.0,1.0,796.61
R2176386,19.0,S,1249000.0,1229000.0,6/12/2017,6/22/2017,10.0,2.0,2.0,1233.0,1988.0,2.0,996.76,2.0,0.0,996.76
R2177190,19.0,S,799000.0,863000.0,6/12/2017,6/22/2017,10.0,1.0,1.0,589.0,1995.0,1.0,1465.2,1.0,0.0,1465.2
R2176640,20.0,S,899000.0,900000.0,6/12/2017,6/21/2017,9.0,2.0,2.0,867.0,2012.0,1.0,1038.06,2.0,0.0,1038.06
R2176454,20.0,S,868000.0,880000.0,6/12/2017,6/21/2017,9.0,2.0,2.0,922.0,1993.0,1.0,954.45,2.0,0.0,954.45
R2176316,20.0,S,569000.0,580000.0,6/12/2017,6/20/2017,8.0,1.0,1.0,557.0,2012.0,0.0,1041.29,1.0,0.0,1041.29
R2176387,19.0,S,679000.0,733000.0,6/12/2017,6/20/2017,7.0,1.0,1.0,670.0,2009.0,1.0,1094.03,1.0,0.0,1094.03
R2177212,11.0,S,688000.0,688000.0,6/12/2017,6/20/2017,8.0,2.0,2.0,868.0,1993.0,1.0,792.63,2.0,0.0,792.63
R2176841,20.0,S,528000.0,550000.0,6/12/2017,6/20/2017,8.0,1.0,1.0,671.0,1995.0,1.0,819.67,1.0,0.0,819.67
R2177528,20.0,S,499000.0,544000.0,6/12/2017,6/20/2017,8.0,1.0,1.0,479.0,1999.0,1.0,1135.7,1.0,0.0,1135.7
R2176814,20.0,S,599000.0,665000.0,6/12/2017,6/20/2017,8.0,1.0,1.0,585.0,1999.0,1.0,1136.75,1.0,0.0,1136.75
R2177621,1.0,S,639000.0,630000.0,6/12/2017,6/19/2017,7.0,0.0,1.0,650.0,1988.0,1.0,969.23,1.0,0.0,969.23
R2178146,20.0,S,908000.0,914300.0,6/12/2017,6/16/2017,4.0,2.0,2.0,800.0,1999.0,1.0,1142.88,2.0,0.0,1142.88
R2176817,20.0,S,628000.0,618800.0,6/12/2017,6/15/2017,3.0,1.0,1.0,516.0,2004.0,1.0,1199.22,1.0,0.0,1199.22
R2176608,20.0,S,1299900.0,1220000.0,6/12/2017,6/14/2017,2.0,2.0,2.0,1212.0,1993.0,1.0,1006.6,2.0,0.0,1006.6
R2176660,12.0,S,742888.0,780000.0,6/12/2017,6/14/2017,2.0,1.0,1.0,684.0,1999.0,1.0,1140.35,1.0,0.0,1140.35
R2176844,20.0,S,968000.0,960000.0,6/12/2017,6/12/2017,0.0,1.0,2.0,926.0,1998.0,1.0,1036.72,2.0,0.0,1036.72
R2176568,20.0,S,549000.0,560000.0,6/11/2017,6/19/2017,8.0,1.0,1.0,562.0,2007.0,1.0,996.44,1.0,0.0,996.44
R2176107,15.0,S,819000.0,819000.0,6/9/2017,6/12/2017,3.0,2.0,2.0,750.0,2007.0,1.0,1092.0,2.0,0.0,1092.0
R2175207,20.0,T,775000.0,,6/8/2017,,48.0,1.0,1.0,671.0,1998.0,1.0,,1.0,0.0,1154.99
R2175771,14.0,T,859000.0,,6/8/2017,,22.0,1.0,1.0,847.0,2009.0,1.0,,1.0,0.0,1014.17
R2175961,9.0,S,599000.0,615000.0,6/8/2017,6/29/2017,21.0,1.0,0.0,646.0,2009.0,1.0,952.01,0.0,0.0,952.01
R2175707,1.0,S,599000.0,668800.0,6/8/2017,6/17/2017,9.0,1.0,1.0,543.0,2018.0,1.0,1231.68,1.0,0.0,1231.68
R2175805,20.0,S,898000.0,918000.0,6/8/2017,6/15/2017,7.0,1.0,1.0,808.0,2013.0,,1136.14,1.0,0.0,1136.14
R2176098,18.0,S,1538000.0,1548000.0,6/8/2017,6/15/2017,7.0,2.0,3.0,1430.0,2010.0,1.0,1082.52,2.0,1.0,1082.52
R2175552,20.0,S,499900.0,575000.0,6/8/2017,6/14/2017,6.0,1.0,1.0,556.0,1996.0,1.0,1034.17,1.0,0.0,1034.17
R2175425,20.0,S,789500.0,810000.0,6/8/2017,6/14/2017,6.0,2.0,2.0,776.0,2006.0,1.0,1043.81,2.0,0.0,1043.81
R2175351,20.0,S,1188000.0,1225000.0,6/8/2017,6/13/2017,5.0,2.0,2.0,1017.0,2006.0,1.0,1204.52,1.0,1.0,1204.52
R2175440,20.0,S,699000.0,801000.0,6/8/2017,6/12/2017,4.0,2.0,2.0,792.0,1999.0,1.0,1011.36,2.0,0.0,1011.36
R2175863,17.0,S,1390000.0,1338000.0,6/7/2017,7/20/2017,43.0,2.0,2.0,1012.0,1997.0,1.0,1322.13,2.0,0.0,1322.13
R2176145,13.0,S,1788000.0,1690000.0,6/7/2017,7/12/2017,35.0,2.0,2.0,1160.0,2018.0,2.0,1456.9,2.0,0.0,1456.9
R2174971,20.0,S,2298000.0,2290000.0,6/7/2017,7/10/2017,33.0,2.0,2.0,1277.0,2007.0,2.0,1793.27,2.0,0.0,1793.27
R2175323,20.0,S,1988000.0,1867500.0,6/7/2017,6/22/2017,15.0,2.0,2.0,1235.0,2008.0,2.0,1512.15,2.0,0.0,1512.15
R2175660,18.0,S,568800.0,650000.0,6/7/2017,6/22/2017,15.0,1.0,1.0,742.0,1987.0,1.0,876.01,1.0,0.0,876.01
R2175339,20.0,S,1459000.0,1438000.0,6/7/2017,6/19/2017,12.0,2.0,2.0,1180.0,1997.0,1.0,1218.64,2.0,0.0,1218.64
R2174831,15.0,S,479000.0,521000.0,6/7/2017,6/12/2017,5.0,0.0,1.0,520.0,2005.0,1.0,1001.92,1.0,0.0,1001.92
R2175340,19.0,S,1698000.0,1900000.0,6/7/2017,6/12/2017,5.0,2.0,3.0,1324.0,2001.0,,1435.05,2.0,1.0,1435.05
R2175079,19.0,S,549000.0,550000.0,6/7/2017,6/10/2017,3.0,1.0,1.0,601.0,1995.0,1.0,915.14,1.0,0.0,915.14
R2175042,19.0,S,1980000.0,1980000.0,6/7/2017,6/9/2017,2.0,2.0,2.0,1124.0,2004.0,1.0,1761.57,2.0,0.0,1761.57
R2174806,18.0,S,849000.0,885000.0,6/7/2017,6/8/2017,1.0,2.0,2.0,1103.0,1993.0,1.0,802.36,2.0,0.0,802.36
R2175095,17.0,S,499900.0,540000.0,6/7/2017,6/8/2017,1.0,1.0,1.0,564.0,1998.0,1.0,957.45,1.0,0.0,957.45
R2174449,20.0,T,519800.0,,6/6/2017,,38.0,0.0,1.0,475.0,2003.0,0.0,,1.0,0.0,1094.32
R2175672,20.0,T,1199000.0,,6/6/2017,,7.0,2.0,2.0,1018.0,1997.0,1.0,,2.0,0.0,1177.8
R2174404,20.0,T,720000.0,,6/6/2017,,41.0,1.0,1.0,635.0,2002.0,1.0,,1.0,0.0,1133.86
R2174563,18.0,T,849900.0,,6/6/2017,,13.0,1.0,1.0,819.0,2005.0,1.0,,1.0,0.0,1037.73
R2175354,2.0,S,1088000.0,1030000.0,6/6/2017,7/13/2017,37.0,2.0,2.0,916.0,2009.0,1.0,1124.45,2.0,0.0,1124.45
R2174597,20.0,S,819000.0,773800.0,6/6/2017,7/12/2017,36.0,1.0,1.0,640.0,2008.0,1.0,1209.06,1.0,0.0,1209.06
R2175503,20.0,S,1449000.0,1425000.0,6/6/2017,6/23/2017,17.0,2.0,2.0,1206.0,1997.0,2.0,1181.59,2.0,0.0,1181.59
R2175541,10.0,S,469000.0,488000.0,6/6/2017,6/16/2017,10.0,1.0,1.0,628.0,1994.0,1.0,777.07,1.0,0.0,777.07
R2174617,16.0,S,688000.0,730000.0,6/6/2017,6/15/2017,9.0,1.0,1.0,604.0,2010.0,1.0,1208.61,1.0,0.0,1208.61
R2174675,15.0,S,895000.0,1055000.0,6/6/2017,6/15/2017,9.0,2.0,2.0,961.0,1989.0,2.0,1097.81,1.0,1.0,1097.81
R2174214,19.0,S,475000.0,575000.0,6/6/2017,6/13/2017,7.0,0.0,1.0,467.0,2010.0,1.0,1231.26,1.0,0.0,1231.26
R2175062,20.0,S,1799000.0,1700000.0,6/6/2017,6/13/2017,7.0,2.0,2.0,1233.0,2013.0,2.0,1378.75,2.0,0.0,1378.75
R2174142,20.0,S,658000.0,712000.0,6/6/2017,6/12/2017,6.0,1.0,1.0,680.0,1999.0,1.0,1047.06,1.0,0.0,1047.06
R2174644,5.0,S,599000.0,618000.0,6/6/2017,6/12/2017,6.0,1.0,1.0,589.0,2013.0,1.0,1049.24,1.0,0.0,1049.24
R2174729,20.0,S,1298000.0,1450000.0,6/6/2017,6/9/2017,3.0,2.0,2.0,1165.0,1996.0,1.0,1244.64,2.0,0.0,1244.64
R2173516,13.0,T,649000.0,,6/5/2017,,17.0,1.0,1.0,665.0,2009.0,1.0,,1.0,0.0,975.94
R2173729,9.0,T,895800.0,,6/5/2017,,25.0,1.0,1.0,732.0,1998.0,1.0,,1.0,0.0,1223.77
R2174377,14.0,T,978000.0,,6/5/2017,,15.0,2.0,2.0,886.0,2014.0,,,2.0,0.0,1103.84
R2174003,20.0,T,649000.0,,6/5/2017,,9.0,1.0,1.0,615.0,2005.0,1.0,,1.0,0.0,1055.28
R2174357,0.0,T,899000.0,,6/5/2017,,44.0,2.0,2.0,977.0,1994.0,1.0,,2.0,0.0,920.16
R2174624,20.0,T,809900.0,,6/5/2017,,35.0,1.0,1.0,710.0,2007.0,1.0,,1.0,0.0,1140.7
R2174607,0.0,T,699800.0,,6/5/2017,,8.0,1.0,1.0,687.0,2012.0,1.0,,1.0,0.0,1018.63
R2174181,13.0,S,1788000.0,1755000.0,6/5/2017,7/11/2017,36.0,2.0,2.0,1172.0,2000.0,1.0,1497.44,2.0,0.0,1497.44
R2173948,19.0,S,949900.0,950000.0,6/5/2017,7/6/2017,31.0,2.0,2.0,864.0,2005.0,1.0,1099.54,2.0,0.0,1099.54
R2173889,19.0,S,699000.0,678000.0,6/5/2017,7/4/2017,29.0,2.0,1.0,685.0,2005.0,1.0,989.78,1.0,0.0,989.78
R2174736,19.0,S,575000.0,573000.0,6/5/2017,7/3/2017,28.0,1.0,1.0,549.0,2000.0,1.0,1043.72,1.0,0.0,1043.72
R2175758,9.0,S,839900.0,825000.0,6/5/2017,6/30/2017,25.0,2.0,2.0,835.0,2001.0,1.0,988.02,2.0,0.0,988.02
R2173539,19.0,S,1899000.0,1869000.0,6/5/2017,6/26/2017,21.0,3.0,3.0,1350.0,2008.0,2.0,1384.44,3.0,0.0,1384.44
R2174009,18.0,S,499000.0,499000.0,6/5/2017,6/24/2017,19.0,1.0,1.0,738.0,1948.0,,676.15,1.0,0.0,676.15
R2173545,19.0,S,1268000.0,1250000.0,6/5/2017,6/23/2017,18.0,1.0,1.0,780.0,2004.0,1.0,1602.56,1.0,0.0,1602.56
R2173953,20.0,S,899000.0,880000.0,6/5/2017,6/19/2017,14.0,2.0,2.0,825.0,1998.0,1.0,1066.67,2.0,0.0,1066.67
R2173763,20.0,S,739800.0,760000.0,6/5/2017,6/19/2017,14.0,1.0,1.0,691.0,1998.0,1.0,1099.86,1.0,0.0,1099.86
R2173893,16.0,S,648800.0,640000.0,6/5/2017,6/16/2017,11.0,1.0,1.0,592.0,2000.0,1.0,1081.08,1.0,0.0,1081.08
R2173696,17.0,S,650000.0,795500.0,6/5/2017,6/13/2017,8.0,2.0,1.0,829.0,1981.0,1.0,959.59,1.0,0.0,959.59
R2173781,1.0,S,628800.0,687000.0,6/5/2017,6/13/2017,8.0,1.0,1.0,604.0,2009.0,1.0,1137.42,1.0,0.0,1137.42
R2174032,20.0,S,1588888.0,1750000.0,6/5/2017,6/13/2017,8.0,2.0,2.0,1060.0,2003.0,1.0,1650.94,2.0,0.0,1650.94
R2174123,19.0,S,449900.0,449900.0,6/5/2017,6/13/2017,8.0,0.0,1.0,403.0,2000.0,1.0,1116.38,1.0,0.0,1116.38
R2173553,14.0,S,515000.0,515000.0,6/5/2017,6/13/2017,8.0,0.0,1.0,473.0,2002.0,,1088.79,1.0,0.0,1088.79
R2173815,1.0,S,568000.0,585000.0,6/5/2017,6/13/2017,8.0,1.0,1.0,541.0,2002.0,1.0,1081.33,1.0,0.0,1081.33
R2173461,19.0,S,729000.0,750000.0,6/5/2017,6/12/2017,7.0,2.0,2.0,721.0,1977.0,1.0,1040.22,1.0,1.0,1040.22
R2174044,17.0,S,549000.0,575000.0,6/5/2017,6/12/2017,7.0,1.0,1.0,500.0,2004.0,1.0,1150.0,1.0,0.0,1150.0
R2173579,17.0,S,899000.0,925000.0,6/5/2017,6/12/2017,7.0,2.0,2.0,930.0,1995.0,2.0,994.62,2.0,0.0,994.62
R2173645,20.0,S,628000.0,701000.0,6/5/2017,6/12/2017,7.0,1.0,1.0,601.0,2004.0,1.0,1166.39,1.0,0.0,1166.39
R2173682,20.0,S,599000.0,640000.0,6/5/2017,6/12/2017,7.0,1.0,1.0,612.0,2011.0,0.0,1045.75,1.0,0.0,1045.75
R2173638,20.0,S,699000.0,738000.0,6/5/2017,6/5/2017,0.0,2.0,2.0,960.0,1993.0,1.0,768.75,2.0,0.0,768.75
R2173772,20.0,S,948000.0,942000.0,6/4/2017,6/17/2017,13.0,2.0,2.0,990.0,2009.0,1.0,951.52,2.0,0.0,951.52
R2173886,19.0,S,1790000.0,1805000.0,6/4/2017,6/15/2017,11.0,2.0,2.0,1275.0,1985.0,2.0,1415.69,1.0,1.0,1415.69
R2173898,20.0,S,2380000.0,2330000.0,6/4/2017,6/12/2017,8.0,2.0,2.0,1413.0,2006.0,2.0,1648.97,2.0,0.0,1648.97
R2173757,16.0,T,1428000.0,,6/2/2017,,47.0,2.0,2.0,1040.0,2003.0,2.0,,2.0,0.0,1373.08
R2173690,16.0,S,1188000.0,1178000.0,6/2/2017,6/23/2017,21.0,2.0,2.0,1017.0,2003.0,1.0,1158.31,2.0,0.0,1158.31
R2175761,16.0,S,710000.0,750000.0,6/2/2017,6/14/2017,12.0,2.0,1.0,702.0,2005.0,,1068.38,1.0,0.0,1068.38
R2173243,20.0,S,599000.0,625000.0,6/2/2017,6/6/2017,4.0,1.0,1.0,665.0,1986.0,1.0,939.85,1.0,0.0,939.85
R2173360,1.0,S,489000.0,490000.0,6/2/2017,6/2/2017,0.0,0.0,1.0,541.0,2005.0,1.0,905.73,1.0,0.0,905.73
R2172758,13.0,T,449000.0,,6/1/2017,,19.0,1.0,1.0,500.0,1982.0,0.0,,1.0,0.0,898.0
R2172865,20.0,T,1799800.0,,6/1/2017,,21.0,2.0,2.0,1265.0,1993.0,2.0,,2.0,0.0,1422.77
R2173203,15.0,T,2490000.0,,6/1/2017,,29.0,2.0,3.0,1554.0,2008.0,1.0,,2.0,1.0,1602.32
R2173159,1.0,T,688800.0,,6/1/2017,,43.0,1.0,1.0,564.0,2008.0,1.0,,1.0,0.0,1221.28
R2172745,20.0,T,1599000.0,,6/1/2017,,35.0,2.0,2.0,990.0,2013.0,2.0,,2.0,0.0,1615.15
R2172602,20.0,S,1398800.0,1350000.0,6/1/2017,6/17/2017,16.0,2.0,2.0,1105.0,1998.0,2.0,1221.72,2.0,0.0,1221.72
R2172928,14.0,S,599800.0,662000.0,6/1/2017,6/12/2017,11.0,1.0,1.0,659.0,2009.0,1.0,1004.55,1.0,0.0,1004.55
R2172793,20.0,S,1449000.0,1479000.0,6/1/2017,6/11/2017,10.0,1.0,3.0,1257.0,1999.0,2.0,1176.61,1.0,2.0,1176.61
R2172875,13.0,S,649000.0,710000.0,6/1/2017,6/5/2017,4.0,1.0,1.0,626.0,2007.0,1.0,1134.19,1.0,0.0,1134.19
R2172794,19.0,S,949000.0,900000.0,6/1/2017,6/4/2017,3.0,2.0,2.0,1135.0,1993.0,1.0,792.95,2.0,0.0,792.95
R2172353,16.0,T,1498000.0,,5/31/2017,,13.0,2.0,2.0,1000.0,1999.0,1.0,,2.0,0.0,1498.0
R2172108,1.0,S,535000.0,547500.0,5/31/2017,6/26/2017,26.0,1.0,1.0,495.0,1994.0,1.0,1106.06,1.0,0.0,1106.06
R2172685,20.0,S,1429000.0,1400000.0,5/31/2017,6/8/2017,8.0,3.0,2.0,1249.0,1996.0,1.0,1120.9,2.0,0.0,1120.9
R2172654,19.0,S,2488000.0,2475000.0,5/31/2017,6/8/2017,8.0,3.0,3.0,2497.0,1991.0,2.0,991.19,2.0,1.0,991.19
R2172438,17.0,S,629000.0,710000.0,5/31/2017,6/7/2017,7.0,1.0,1.0,558.0,2004.0,1.0,1272.4,1.0,0.0,1272.4
R2173222,20.0,S,625000.0,632000.0,5/31/2017,6/7/2017,7.0,1.0,1.0,606.0,2006.0,1.0,1042.9,1.0,0.0,1042.9
R2172320,20.0,S,975000.0,999000.0,5/31/2017,6/6/2017,6.0,2.0,2.0,1021.0,2009.0,1.0,978.45,2.0,0.0,978.45
R2172144,20.0,S,599000.0,665000.0,5/31/2017,6/6/2017,6.0,1.0,1.0,622.0,2000.0,1.0,1069.13,1.0,0.0,1069.13
R2172222,13.0,S,628800.0,670000.0,5/31/2017,6/5/2017,5.0,1.0,1.0,606.0,2005.0,1.0,1105.61,1.0,0.0,1105.61
R2172022,14.0,S,629000.0,675000.0,5/31/2017,6/2/2017,2.0,1.0,1.0,645.0,2005.0,,1046.51,1.0,0.0,1046.51
R2172294,5.0,T,899000.0,,5/30/2017,,20.0,2.0,2.0,1085.0,1994.0,1.0,,2.0,0.0,828.57
R2171813,20.0,S,1788000.0,1720000.0,5/30/2017,7/25/2017,56.0,2.0,2.0,1229.0,2009.0,1.0,1399.51,2.0,0.0,1399.51
R2171844,20.0,S,1036800.0,1013500.0,5/30/2017,7/13/2017,44.0,2.0,2.0,873.0,2008.0,1.0,1160.94,2.0,0.0,1160.94
